Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Salinicoccus	0.000238	0.000193	0.00061	0.000149	0.001173	0.000688	6.1e-05	0	0
Macrococcus	0.000221	0.000826	0.001501	0.000312	0.00119	0.000704	0.000269	6.9e-05	0
Exiguobacterium	0.307539	0.275589	0.405016	0.527079	0.278125	0.711261	0.156213	0.346186	0.579821
Gemella	6.8e-05	0.00058	0.00172	0.000327	0.001983	0.001299	0.000343	0	0.005978
Listeria	0.073938	0.025199	0.040647	0.033245	0.252395	0.025392	0.031034	0.079518	0.010835
Brochothrix	0.008453	0.008171	0.00913	0.005011	2.5e-05	0.000172	0.002168	0.001458	0
Paenibacillus	0.00665	0.019189	0.019683	0.028205	0.071649	0.041131	0.010716	0.004092	0.001268
Aneurinibacillus	0.000901	0.001652	0.002705	0.003524	0.004581	0.004615	0.000306	0.00175	0
Brevibacillus	0.000119	0.002882	0.002877	0.001695	0.00561	0.004521	0.000514	0.000583	0
Thermobacillus	1.7e-05	0.000176	0.000328	4.5e-05	0.000852	0.000438	1.2e-05	9e-06	0
Planococcus	0.000816	0.002987	0.004628	0.002379	0.011659	0.000845	0.000318	0.000146	0
Sporosarcina	0.000408	0.001863	0.002533	0.000758	0.004851	0.003411	6e-04	0.000326	0
Rummeliibacillus	0.000102	0.000123	0.000328	5.9e-05	0.001831	0.000235	1.2e-05	0	0
Jeotgalibacillus	6.8e-05	0.000351	0.000532	0.000223	0.002539	0.000563	0.000233	5.1e-05	0
Solibacillus	3.4e-05	0.004973	0.001204	0.000312	0.004142	0.000313	0	0	0
Alicyclobacillus	0.000102	0.000404	0.00025	0.000119	0.000742	0.00122	2.4e-05	9e-06	0
Tumebacillus	6.8e-05	0.000369	0.000485	4.5e-05	0	3.1e-05	2.4e-05	0	0
Kyrpidia	1.7e-05	7e-05	0.000297	0.000119	0.000666	3.1e-05	0	0	0
Clostridium	9.428571	9.312146	9.392468	10.506916	10.710423	16.594553	15.054566	9.212161	11.017514
Alkaliphilus	0.00114	0.001406	0.003314	0.001427	0.006504	0.001048	0.00011	0.000214	0
Candidatus Arthromitus	0.000646	0.001915	0.004049	0.000952	0.014088	0.000501	3.7e-05	0.000326	0
Geosporobacter	0.000595	0.001089	0.001642	0.000714	0.004041	0.002785	8.6e-05	0.000412	0
Ruminococcus	1.41904	1.267254	1.401414	1.346244	3.174454	2.89486	2.683002	5.080684	1.864027
Mageeibacillus	0.006531	0.005729	0.006519	0.006096	0.004564	0.000282	0	0	0
Ruminiclostridium	0.003113	0.000949	0.014852	0.01069	0.003973	0.008527	0.00474	0.019757	0
Ethanoligenens	0.000289	0.00058	0.00186	0.000595	0.001907	0.000172	0	6.9e-05	0
Blautia	0.217902	0.234364	0.500614	0.630799	0.729614	6.088121	5.692833	0.564279	10.354442
Roseburia	0.138504	0.07224	0.202422	0.190224	0.720866	1.045834	0.967527	0.620617	0.834905
Lachnoclostridium	0.086933	0.070149	0.175579	0.184544	0.097767	0.044823	0.029014	0.01449	0.006386
Anaerostipes	0.06062	0.040188	0.090268	0.086265	0.056084	0.006242	0.002939	0.016969	0.000374
Butyrivibrio	0.017859	0.017906	0.038052	0.024666	0.025503	0.014378	0.004997	0.004289	0.021353
Cellulosilyticum	0.003096	0.002355	0.007191	0.003018	0.007483	0.001158	7.3e-05	0.000781	0
Herbinix	0.001667	0.001177	0.00544	0.001457	0.006698	0.000313	0	0	0
Anaerotignum	0.001514	0.002197	0.003049	0.002617	0.003501	0	0	0	0.000736
Eubacterium	0.300242	0.197479	0.522282	0.53762	0.058927	0.582079	0.472092	0.19457	0.492166
Acetobacterium	0.000408	0.001002	0.000922	0.001085	0.002885	0.001815	0.000257	5.1e-05	0
Clostridioides	0.101697	0.076141	0.104056	0.087187	0.157892	0.02303	0	0	0
Filifactor	0.003793	0.003831	0.006238	0.004312	0.00734	0.000235	1.2e-05	0.00036	0
Acetoanaerobium	0.00068	0.000808	0.002032	0.000476	0.004092	0.000235	0.000147	0	0
Peptoclostridium	0.000306	0.000931	0.000922	0.000595	0.002295	0.000532	0.082277	0.150277	0
Flavonifractor	0.005426	0.003198	0.010568	0.011136	0.007576	0.004772	0.002792	0.00495	0
Intestinimonas	0.004473	0.002636	0.006425	0.007583	0.006521	0.003864	0.001347	0.003577	0
Christensenella	0.003266	0.001986	0.004143	0.002884	0	0.000438	0.000245	0	0
Mogibacterium	0.001225	0.002601	0.00111	0.000461	0	0.00133	0.00049	0.002042	0
Thermaerobacter	3.4e-05	0.000105	7.8e-05	1.5e-05	0.000582	0.000125	1.2e-05	9e-06	0
Dehalobacterium	0.000374	0.000703	0.000563	0.000357	0	0	3.7e-05	2.6e-05	0
Desulfosporosinus	0.00034	0.001406	0.002126	0.001115	0.00464	0.002816	0.000171	0.000103	0
Desulfotomaculum	0.000306	0.001582	0.001673	0.000327	0.003611	0.00194	0.000257	4.3e-05	0
Desulfitobacterium	0.000255	0.00181	0.003049	0.002156	0.009474	0.000329	7.3e-05	0.000137	0
Syntrophobotulus	0.000187	0	0.000453	0.000357	0.001139	7.8e-05	0	0	0
Dehalobacter	0.000187	0.000246	0.00111	0.000461	0.003695	0.000235	2.4e-05	1.7e-05	0
Candidatus Desulforudis	3.4e-05	8.8e-05	0.000109	1.5e-05	0.000346	0	0	0	0
Oscillibacter	0.001446	0.006924	0.001266	0.001353	0.002531	0.005382	0.002266	0.000137	0.017062
Heliobacterium	0.000867	0.000668	0.000938	3e-05	0.000995	0.008902	0.002021	4.3e-05	0
Symbiobacterium	6.8e-05	0.000264	0.000235	4.5e-05	0.000928	0.000156	0	0	0
Caldicellulosiruptor	0.000629	0.001599	0.002798	0.001204	0.012131	0.00011	2.4e-05	0.000189	0
Thermoanaerobacterium	0.000561	0.003286	0.002798	0.000758	0.009018	0.000172	2.4e-05	6e-05	0
Caldanaerobacter	0.000323	0.000316	0.000453	0.000164	0.001392	0.000282	3.7e-05	2.6e-05	0
Moorella	0.000204	0.000369	0.000235	0.000164	0.002371	0.000172	4.9e-05	2.6e-05	0
Ammonifex	6.8e-05	0.000176	3.1e-05	3e-05	0.000228	0.000156	0	0	0
Thermoanaerobacter	0.000255	0.002249	0.005081	0.001219	0.019707	0.00025	3.7e-05	0.000154	0
Carboxydothermus	5.1e-05	0.000193	6.3e-05	5.9e-05	0.001071	0.000203	2.4e-05	0	0
Tepidanaerobacter	1.7e-05	0.000351	0.000188	5.9e-05	0.002556	0.000782	0.000159	2.6e-05	0
Halanaerobium	0.000442	0.000931	0.001892	0.000506	0.004631	0.000532	7.3e-05	7.7e-05	0
Halobacteroides	0.00017	0.000211	0.000516	8.9e-05	0.002252	7.8e-05	0	7.7e-05	0
Acetohalobium	1.7e-05	0.000193	0.00025	0.000327	0.001282	3.1e-05	0	7.7e-05	0
Natranaerobius	0.000102	0.000439	0.000235	0.000164	0.000903	7.8e-05	0	2.6e-05	0
Anaerococcus	0.07887	0.064965	0.101102	0.085537	0.034816	0.039473	0.005793	0.01171	0.05267
Finegoldia	0.050057	0.04054	0.022059	0.012355	0.031298	0.008902	0.004923	0.006203	0.0185
Peptoniphilus	0.002909	0.00297	0.008583	0.005576	0.01117	2.34961	0.211827	0.001047	2.397869
Murdochiella	0.000714	0.000562	0.001704	0.001502	0	0.000845	0	0	0
Parvimonas	0.00068	0.004024	0.00322	0.000907	0.004623	0.008104	0.000955	0.000489	0
Gottschalkia	0.001276	0.003444	0.005878	0.002394	0.008639	0.000516	0.000269	0.001004	0
Ezakiella	0.03099	0.025216	0.037942	0.026778	0	0.001001	0.00049	0	0
Faecalitalea	0.032062	0.024707	0	0	0.018239	0.000422	0.000465	0.003569	0
Turicibacter	0.012621	0.008154	0.013257	0.006601	0.012798	0.002894	0.00278	0	0
Erysipelothrix	0.00313	0.003532	0.004831	0.000282	0.008757	0.000329	3.7e-05	0.00054	0
Faecalibaculum	0.000748	0.001406	0.002079	0.002141	0.001746	0.00036	0	0	0
Megasphaera	0.006225	0.123974	0.147189	0.144147	0.016392	0.005664	0.00594	0.007541	0.136011
Veillonella	0.000425	0.00058	0.001079	0.000803	0.001603	0.009544	0.00267	0.00012	0.018149
Dialister	0.000374	0.000633	0.001376	0.000416	0.000675	0.000751	0.000306	9e-06	0.012137
Negativicoccus	8.5e-05	0.000404	0.000235	4.5e-05	0	0.001549	0.000404	0	0.000113
Selenomonas	0.002245	0.002038	0.003815	0.002067	0.007753	0.003301	0.000441	0.000146	0.000872
Megamonas	0.000102	0.00051	0.001173	0.000684	0.003256	0.000657	0.000147	0.000129	0.004121
Pelosinus	0.000765	0.000703	0.001516	0.001085	0.005062	0.000516	0	0.000137	0.001506
Acidaminococcus	0.000255	0.000299	0.003955	0.001398	0.010579	0.001721	0.000122	0.00024	0.000838
Ndongobacter	0.002806	0.002724	0.005909	0.006408	0	0.000203	0	0	0
Limnochorda	5.1e-05	0.000141	6.3e-05	3e-05	0.000675	6.3e-05	0	0	0
Bifidobacterium	4.374515	4.25058	4.112958	3.945849	3.224658	3.555212	3.445904	4.408482	2.855017
Parascardovia	0.003062	0.002548	0.003815	0.002587	0.006007	0.000219	3.7e-05	0.000257	0
Gardnerella	0.000272	0.000879	0.000875	0.000297	0.003045	0.001142	0.009271	0.000292	0
Scardovia	3.4e-05	0.000334	0.000235	0.000193	0.001493	0.000235	9.8e-05	6e-05	0
Actinomyces	0.2029	0.168344	0.331851	0.406423	0.288257	0.600572	0.159679	0.282581	0.466714
Arcanobacterium	0.000119	0.000281	0.000453	0.000164	0.000397	0.000219	0	0	0
Mobiluncus	6.8e-05	3.5e-05	7.8e-05	0	0.000675	0.00011	0	3.4e-05	0
Actinotignum	5.1e-05	0.000861	0.000172	4.5e-05	0.000388	0.000156	0	0	0
Corynebacterium	0.009321	0.011756	0.018541	0.02877	0.034175	0.111957	0.044298	0.007395	0.088844
Rhodococcus	0.001004	0.002003	0.001845	0.000624	0.009955	0.00316	0.000404	6.9e-05	0
Nocardia	0.000102	0.001195	0.001141	0.000104	0.002759	0.002519	0.000147	4.3e-05	0
Mycobacterium	0.001038	0.002864	0.00136	0.000208	0.012401	0.012641	0.008928	6.9e-05	0
Dietzia	8.5e-05	0.00116	0.000328	0	0.000236	7.8e-05	1.2e-05	6.9e-05	0
Gordonia	5.1e-05	0.000351	0.000844	3e-05	0.0027	0.001502	2.4e-05	2.6e-05	0
Tsukamurella	1.7e-05	5.3e-05	0.000172	0	0.000278	0.000203	0	0	0
Segniliparus	1.7e-05	0	7.8e-05	0	0.00027	4.7e-05	0	0	0
Rothia	0.00068	0.000492	0.000907	0.000282	0.002261	0.000876	0.001641	0.00018	3.4e-05
Arthrobacter	0.000374	0.001757	0.002095	0.000416	0.00728	0.002081	6.1e-05	9.4e-05	0
Micrococcus	0.000357	0.000422	0.000422	0.000223	0.001409	0.000313	3.7e-05	0.000232	0
Pseudarthrobacter	0.000323	0.000457	0.000391	0	0.002143	7.8e-05	0	0	0
Kocuria	0.000306	0.000334	0.000422	5.9e-05	0.002539	0.00086	0	7.7e-05	0
Neomicrococcus	0.000119	0.000141	0.000156	0.000134	0	3.1e-05	0	0	0
Sinomonas	5.1e-05	0.000193	7.8e-05	1.5e-05	0.000616	0.000156	0	0	0
Glutamicibacter	5.1e-05	0	0.000125	1.5e-05	0.000776	6.3e-05	0	0	0
Microbacterium	0.000493	0.001511	0.00086	0.000149	0.003948	0.003958	0.000416	4.3e-05	0
Leifsonia	0.000442	0.000281	0.00036	0	0.003973	0.000188	0	0	0
Agromyces	0.00017	0.000439	0.000297	4.5e-05	0.001426	0.000219	0	2.6e-05	0
Curtobacterium	8.5e-05	8.8e-05	0.000109	5.9e-05	0.00119	0.001095	0	1.7e-05	0
Agrococcus	8.5e-05	5.3e-05	0	0	0.001215	0.000438	0	3.4e-05	0
Microcella	6.8e-05	3.5e-05	3.1e-05	0	0.00027	0	0	0	0
Clavibacter	3.4e-05	5.3e-05	0.000156	0	0.001932	0.000156	0	9e-06	0
Frondihabitans	3.4e-05	0.000281	0.000156	1.5e-05	0.000616	9.4e-05	0	0	0
Cnuibacter	3.4e-05	0	1.6e-05	0	0	3.1e-05	0	0	0
Microterricola	1.7e-05	0.000211	4.7e-05	0	0.000936	1.6e-05	1.2e-05	0	0
Brachybacterium	0.000459	0.001072	0.001063	0.000149	0.000818	0.000876	4.9e-05	3.4e-05	0
Devriesea	8.5e-05	0	4.7e-05	1.5e-05	0.000143	0	0	0	0
Dermabacter	3.4e-05	1.8e-05	6.3e-05	0	0.000388	0.000125	0	0	0
Xylanimonas	0.000187	0.000246	0.000156	1.5e-05	0.000869	4.7e-05	0	0	0
Cellulosimicrobium	0.00017	0.000369	0.000563	0	0	0.000391	0	3.4e-05	0
Isoptericola	0.00017	0.000176	0.000375	0	0.001839	0	0	0	0
Brevibacterium	0.000374	0.000369	0.00036	0	0.001831	0.000344	0	1.7e-05	0.000147
Kytococcus	0.000272	5.3e-05	0.000313	0.000208	0.000591	0.000235	0	0	0
Luteipulveratus	5.1e-05	0.000105	7.8e-05	0	0.000531	4.7e-05	0	0	0
Dermacoccus	3.4e-05	0	7.8e-05	0	0.000371	6.3e-05	0	0	0
Cellulomonas	0.000187	0.00058	0.000547	1.5e-05	0.001594	0.000892	0	2.6e-05	0.000396
Paraoerskovia	1.7e-05	0.000193	0	0	0.000363	0.00011	0	9e-06	0
Arsenicicoccus	0.000119	0.000404	0.000344	0	0.000658	4.7e-05	0	0	0
Intrasporangium	5.1e-05	0.000123	0.000188	0	0.000565	0.000219	0	1.7e-05	0
Janibacter	1.7e-05	3.5e-05	0.000203	0	0	3.1e-05	0	9e-06	0
Serinicoccus	1.7e-05	5.3e-05	0.000172	4.5e-05	0.000658	0.000188	1.2e-05	0	0
Dermatophilus	6.8e-05	0.000211	0.000406	0.000223	0	0	0	0	0
Beutenbergia	3.4e-05	1.8e-05	1.6e-05	1.5e-05	0.000439	4.7e-05	0	0	0
Sanguibacter	3.4e-05	0.000351	0.000235	0.000149	7e-04	0.000156	0	9e-06	0
Cutibacterium	0.000561	0.001177	0.001141	0.000401	0.001746	0.001033	0	0	0
Propionibacterium	0.000306	0.000545	0.000516	0.000446	0.002885	0.001158	0.002694	0.001844	0.000577
Propionimicrobium	0.000289	0.000123	0.000281	0.000699	8e-06	0.000156	1.2e-05	0	0.000238
Pseudopropionibacterium	0.000289	0.000439	0.000891	0.000818	0.001308	0.000329	0	0	0
Acidipropionibacterium	0.000204	0.000966	0.000766	0.000134	0.003906	4.7e-05	0	0	0
Tessaracoccus	6.8e-05	0.000703	0.000907	0.000104	0	0.000156	0	6e-05	0
Auraticoccus	5.1e-05	0.000211	0	0	0.000548	0	1.2e-05	9e-06	0
Aeromicrobium	0.000238	0.000457	0.00025	0	0.000489	0.000141	0	1.7e-05	0
Friedmanniella	0.00017	0.000316	0	0	0.001215	0.000172	0	1.7e-05	0
Actinopolymorpha	0.000153	0.000105	0	0	0.000447	6.3e-05	1.2e-05	0	0
Pimelobacter	0.000119	0.000351	0.000344	0	0.000962	0	0	0	0
Nocardioides	5.1e-05	0.000334	0.000453	0	0.001316	0.001267	1.2e-05	2.6e-05	0
Marmoricola	3.4e-05	0.000105	0	0	0.000557	9.4e-05	0	0	0
Streptomyces	0.001871	0.01281	0.006785	0.066639	0.047496	0.029429	0.003601	0.000266	0.000645
Kitasatospora	1.7e-05	0.000457	0.000172	7.4e-05	0.001029	0.000485	0	9e-06	0
Micromonospora	0.000578	0.001757	0.000188	7.4e-05	0.010031	0.002034	1.2e-05	1.7e-05	0
Actinoplanes	6.8e-05	0.000879	0.000375	8.9e-05	0.004488	0.000829	0	9e-06	0
Salinispora	6.8e-05	8.8e-05	0.000172	0	0.000793	0.000156	0	1.7e-05	0
Plantactinospora	6.8e-05	0.000158	0.000125	4.5e-05	0	0	0	0	0
Saccharomonospora	0.000221	0.000668	3.1e-05	0	0.000346	0.000219	0	0	0
Actinoalloteichus	0.000119	0.000439	0.000422	3e-05	0.000548	0.000172	0	0	0
Allokutzneria	0.000119	7e-05	0	0	0.000633	0.000156	0	1.7e-05	0
Amycolatopsis	0.000102	0.001546	0.000422	0.000149	0.006234	0.001674	3.7e-05	9e-06	0
Saccharopolyspora	8.5e-05	3.5e-05	0.000188	0	0.000886	0.000876	3.7e-05	2.6e-05	0
Pseudonocardia	8.5e-05	0.000404	0.000328	3e-05	0.004572	0.000907	1.2e-05	1.7e-05	0
Prauserella	1.7e-05	7e-05	1.6e-05	0	0	1.6e-05	0	0	0
Lentzea	1.7e-05	7e-05	0.000203	3e-05	0.000903	0.000469	0	0	0
Nonomuraea	8.5e-05	0.000123	0.000281	1.5e-05	7.6e-05	0.000657	0	2.6e-05	0
Streptosporangium	5.1e-05	0.000615	0.000547	0	0.000911	7.8e-05	0	1.7e-05	0
Thermomonospora	0.000102	1.8e-05	0.000141	0	0.000835	3.1e-05	0	5.1e-05	0
Nocardiopsis	3.4e-05	0.000404	0.000406	8.9e-05	0.001443	0.001236	0	9e-06	0
Frankia	0.000238	0.001564	0.001219	0.000178	0.003164	0.002175	0	3.4e-05	0
Kineococcus	0.000136	0.000228	0.000203	0	0.000734	1.6e-05	7.3e-05	3.4e-05	0
Geodermatophilus	3.4e-05	0.000228	0.000203	0	0.000683	0.001126	0	0	0
Blastococcus	1.7e-05	1.8e-05	4.7e-05	1.5e-05	0.000498	0.000266	0	0	9.1e-05
Thermobispora	0.000102	0	3.1e-05	0	0.000489	3.1e-05	0	9e-06	0
Jiangella	8.5e-05	0.000264	0	0	0.001586	0.00025	0	0	0
Catenulispora	6.8e-05	1.8e-05	0.000219	0	0.000844	0.000454	0	0	0
Nakamurella	5.1e-05	0.000228	4.7e-05	1.5e-05	0.001021	0.000125	0	0	0
Actinopolyspora	1.7e-05	0.000123	0.000109	0	0	0.000172	0	9e-06	0
Candidatus Planktophila	1.7e-05	0.000474	0.000625	8.9e-05	0	0	0	0	0
Olsenella	0.008658	0.005676	0.003768	0.002037	0.017986	0.002769	0.000294	0.001124	0.001766
Libanicoccus	0.008607	0.001722	0	0	0	0.001173	0	0	0
Atopobium	8.5e-05	0.000387	0.001047	0.000506	0.001637	0.000673	0.000416	0	0.001868
Coriobacterium	0.004201	0.000615	0.000422	0.000208	0.006622	6.3e-05	0	0.000103	0
Gordonibacter	0.010409	0.003954	0.002814	0.001754	0.010452	0.00097	0.00022	0.00169	0
Eggerthella	0.002466	0.001933	0.002861	0.002438	0.005973	0.003082	0.003674	0.00181	0.0042
Phoenicibacter	0.002126	0.001863	0.002329	0.001383	0	0.000563	0	0	0
Slackia	0.001786	0.000843	0.002626	0.002305	0.004556	0.001095	0.000257	0.001038	0.006895
Adlercreutzia	0.000714	0.000387	0.000672	0.000238	0.003045	4.7e-05	0	4.3e-05	3.4e-05
Denitrobacterium	0.000459	0.000264	0.000344	0.000193	0.001915	0.000422	7.3e-05	6.9e-05	0
Ilumatobacter	0.000204	0	0	0	0.00054	1.6e-05	0	0	0
Rubrobacter	5.1e-05	0.000158	0.000219	1.5e-05	0.000717	0.00036	0	0	0
Conexibacter	5.1e-05	5.3e-05	0.000141	1.5e-05	0.000751	0.00025	0	0	0
Cyanothece	0.000442	0.000633	0.000657	0.000446	0.004606	0.000751	2.4e-05	0	0
Oscillatoria	0.000221	8.8e-05	0.000235	4.5e-05	0.001139	9.4e-05	0	0	0
Moorea	1.7e-05	8.8e-05	0.000297	7.4e-05	0.002244	3.1e-05	0	0	0
Arthrospira	6.8e-05	0.000176	6.3e-05	8.9e-05	0.000827	6.3e-05	0	0	0
Planktothrix	5.1e-05	0	0	0	7.6e-05	0.000579	0	0	0
Geitlerinema	3.4e-05	0	0.00025	0.000178	0.000565	4.7e-05	0	0	0
Geminocystis	5.1e-05	0.000545	0.000641	0.000164	0.002008	0.000282	0	0	0
Gloeocapsa	3.4e-05	0.000123	0	0	0.000371	1.6e-05	0	0	0
Halothece	3.4e-05	7e-05	0	0	0.000515	0	0	0	0
Microcystis	1.7e-05	0.000633	5e-04	1.5e-05	0.003172	0.000219	0	0	0
Prochlorococcus	0.000408	0.001406	0.001688	0.000268	0.007559	0.000641	0.000233	1.7e-05	0
Synechococcus	0.000238	0.001494	0.000688	0.000327	0.005745	0.001455	0	6e-05	0
Cyanobium	0.000153	5.3e-05	0.000406	1.5e-05	0.000852	0.000141	0	0	0
Halomicronema	0.000102	8.8e-05	1.6e-05	3e-05	0	6.3e-05	0	0	0
Leptolyngbya	5.1e-05	0.000404	0.000391	0.000461	0.002826	0.00061	0	0	0
Anabaena	6.8e-05	0.000281	0.000156	0.000208	0.002109	0.00025	2.4e-05	0	0
Nostoc	1.7e-05	0.001423	0.000704	0.000119	0.004269	0.00025	0	0	0
Calothrix	1.7e-05	0.001546	0.000469	0.000178	0.001983	0.000532	2.4e-05	0	0
Gloeobacter	0.000204	3.5e-05	0.000672	3e-05	0.000979	3.1e-05	0	3.4e-05	0
Pleurocapsa	0.000102	0.000264	7.8e-05	0	0.000422	1.6e-05	0	0	0
Mycoplasma	0.001191	0.003391	0.004002	0.005605	0.028531	0.002206	0.000282	0.000129	0
Ureaplasma	8.5e-05	0.000228	0.00036	3e-05	0.002033	0.000501	0.001519	0	0
Spiroplasma	0.000272	0.003304	0.002892	0.002424	0.011777	0.000454	0	0.00018	0
Mesoplasma	0.000272	0.000527	0.001282	0.000416	0.001139	6.3e-05	1.2e-05	2.6e-05	0
Candidatus Phytoplasma	0.000408	0.000633	0.000297	3e-05	0.002447	0.000454	6.1e-05	0	0
Acholeplasma	0.000136	0.000808	0.002173	0.000714	0.004986	0.000845	0.000208	0.000112	0
Candidatus Izimaplasma	3.4e-05	0.000439	0.000375	3e-05	0.001257	9.4e-05	0	0	0
Sphaerobacter	0.000289	1.8e-05	6.3e-05	0	0.00054	1.6e-05	0	0	0
Dehalogenimonas	0.000204	0.000141	0.000297	0.000164	0.00054	6.3e-05	0	0	0
Dehalococcoides	5.1e-05	3.5e-05	0.000281	0.000238	0.001156	7.8e-05	2.4e-05	0.000103	0
Candidatus Promineofilum	0.000153	0.000176	0.000922	3e-05	0	0	0	0	0
Chloroflexus	1.7e-05	0.000158	1.6e-05	0.000134	0.000911	1.6e-05	1.2e-05	0	0
Deinococcus	0.000459	0.001705	0.00186	0.000312	0.00534	0.001001	3.7e-05	3.4e-05	0
Truepera	1.7e-05	1.8e-05	0.000109	0	0.000253	1.6e-05	0	0	0
Oceanithermus	6.8e-05	5.3e-05	0.000219	0	0.000742	0.000125	4.9e-05	0	0
Thermus	5.1e-05	0.000492	0.000532	0.000178	0.003425	0.00011	1.2e-05	1.7e-05	0
Marinithermus	5.1e-05	0	6.3e-05	0	0.000262	0	0	9e-06	0
Odoribacter	12.313016	11.600816	11.620313	11.112945	6.283064	12.611898	6.672914	12.285872	10.989922
Bacteroides	5.409339	5.279816	6.164583	7.483952	6.453535	11.557334	6.492194	4.335955	7.147505
Alistipes	1.190082	1.070847	1.13563	1.779861	1.118591	3.965507	2.44722	1.402861	3.28515
Mucinivorans	0.00085	0.000931	0.001001	0.000595	0.001755	0.001549	0.001274	0.000112	0
Parabacteroides	0.070332	0.068269	0.102743	0.095781	0.020281	0.104995	0.051561	0.007472	0.103732
Tannerella	0.002075	0.004674	0.009568	0.006958	0.017868	0.005851	0.005548	0.001141	0
Barnesiella	0.05613	0.04075	0.080293	0.10827	0.102551	0.201275	0.028156	0.065946	1.023676
Prevotella	0.010733	0.015183	0.025248	0.025395	0.039448	0.175398	0.149991	0.007652	0.382026
Porphyromonas	0.00097	0.005781	0.010193	0.010244	0.011574	0.014347	0.010471	0.002762	0.00428
Petrimonas	0.000442	0.002267	0.002267	0.000892	0.003383	0.000219	0	0	0
Fermentimonas	0.000391	0.001336	0.00136	0.000565	0.002581	4.7e-05	0	0	0
Paludibacter	0.001072	0.000984	0.001642	0.00058	0.003771	0.000751	0	0.000326	0
Candidatus Azobacteroides	0.000493	0.001107	0.000829	0.000357	0.001459	0.000125	0	0.000129	0
Proteiniphilum	0.000408	0.001617	0.001923	0.000922	0	0.002675	0	0	0
Draconibacterium	0.000136	0.000984	0.001032	0.000208	0.002598	0.000845	0.000282	4.3e-05	0
Alkalitalea	0.000102	0.00051	0.000625	5.9e-05	0	0.00011	0.000233	0	0
Salinivirga	5.1e-05	8.8e-05	0.000328	8.9e-05	0.001797	0.000141	0	0	0
Ornithobacterium	0.006702	0.005307	0.013007	0.008163	0.012334	0.00011	0.000808	0.002419	0
Chryseobacterium	0.001973	0.002864	0.006285	0.004059	0.010503	0.004443	0.000882	0.000866	0
Capnocytophaga	0.00182	0.002355	0.005034	0.003762	0.005737	0.002394	0.001372	0.000257	0
