Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Roseburia	0.262404	0.159272	0.354528	0.389588	2.889524	3.2851	2.879055	4.188304	2.676117
Anaerostipes	0.094701	0.067073	0.122734	0.113735	0.066243	0.009507	0.003948	0.036963	0.000501
Lachnoclostridium	0.093344	0.059098	0.15829	0.13619	0.088371	0.032684	0.021715	0.021167	0.004267
Butyrivibrio	0.012387	0.015514	0.02913	0.018759	0.026682	0.023193	0.010497	0.008086	0.031719
Herbinix	0.002646	0.001741	0.004918	0.002247	0.008031	0.000691	0	0	0
Cellulosilyticum	0.002062	0.001898	0.004401	0.002173	0.007401	0.00077	0.000236	0.000804	0
Anaerotignum	0.000704	0.001149	0.00204	0.001005	0.004385	0	0	0	0.000947
Eubacterium	0.348773	0.240657	0.552654	0.671443	0.17539	1.350137	1.352608	0.347792	1.023047
Acetobacterium	6.9e-05	0.001602	0.000137	0.000384	0.00226	0.000676	0.000142	3.1e-05	0
Clostridioides	0.171397	0.097666	0.156463	0.130543	0.215228	0.049529	0	0	0
Acetoanaerobium	0.001031	0.001027	0.001782	0.000724	0.003915	0.000157	0.00013	0	0
Peptoclostridium	0.000979	0.001323	0.000746	0.000163	0.00189	0.00011	0.127868	0.944194	0
Filifactor	0.000842	0.000679	0.001233	0.00099	0.002117	6.3e-05	1.2e-05	5.1e-05	0
Intestinimonas	0.006048	0.002002	0.006335	0.006297	0.006099	0.000471	0.000461	0.00358	0
Flavonifractor	0.001993	0.001062	0.006563	0.006711	0.006544	0.002011	0.001419	0.001953	0
Desulfosporosinus	0.001667	0.001341	0.001614	0.000976	0.004033	0.001257	0.000154	3.1e-05	0
Desulfotomaculum	0.000962	0.001619	0.001599	0.000547	0.002697	0.001399	4.7e-05	0.000132	0
Syntrophobotulus	0.000945	0.000209	0.00102	0.000192	0.001101	0	0	1e-05	0
Dehalobacter	0.000498	7e-05	0.000746	0.000577	0.00289	0.00044	0	7.1e-05	0
Desulfitobacterium	0.00012	0.000853	0.002497	0.001508	0.007989	0.000691	9.5e-05	0.000203	0
Dehalobacterium	3.4e-05	0.000383	0.00035	0.000429	0	0	0	0	0
Candidatus Desulforudis	3.4e-05	0	0.000228	1.5e-05	0.000731	0	0	0	0
Thermincola	1.7e-05	8.7e-05	0.000518	0.000296	0.000647	0.00011	0	0	0
Christensenella	0.002268	0.001567	0.003426	0.00235	0	0.00022	0.000296	0	0
Oscillibacter	0.000876	0.001654	0.000868	0.001064	0.002831	0.00132	0.000686	5.1e-05	0.005149
Mogibacterium	6.9e-05	0.001097	0.00102	0.000458	0	0.000141	0.000343	0.000173	0
Symbiobacterium	0.000344	5.2e-05	9.1e-05	1.5e-05	0.000798	0	0	0	0
Heliobacterium	0.000155	0.000784	0.00099	0.000118	0.000924	0.012147	0.00227	3.1e-05	0
Syntrophomonas	1.7e-05	0.000139	1.5e-05	3e-05	0.000706	0.000173	1.2e-05	0	0
Caldicellulosiruptor	0.000825	0.00141	0.002573	0.00173	0.010023	9.4e-05	5.9e-05	0.000132	0
Thermoanaerobacterium	0.000739	0.001759	0.001919	0.000754	0.007116	0.00022	3.5e-05	8.1e-05	0
Thermoanaerobacter	0.000344	0.001289	0.002436	0.000872	0.011274	0.000864	0.000189	7.1e-05	0
Tepidanaerobacter	8.6e-05	0.000453	0.000487	0.000133	0.003344	0.00055	0.000106	4.1e-05	0
Moorella	6.9e-05	8.7e-05	0.000107	0.000118	0.001554	0.000126	4.7e-05	0	0
Carboxydothermus	3.4e-05	7e-05	0.000198	7.4e-05	0.001	0.000471	0	0	0
Caldanaerobacter	3.4e-05	0.000331	0.000442	0.000266	0.001092	0.000173	1.2e-05	1e-05	0
Thermodesulfobium	1.7e-05	0.00054	0.00035	5.9e-05	0.000907	0	0	0	0
Halanaerobium	0.000189	0.000348	0.000685	0.000281	0.002907	0.000346	2.4e-05	6.1e-05	0
Halothermothrix	0.000189	0.000139	0.000137	1.5e-05	0.00105	0.000126	0	0	0
Acetohalobium	6.9e-05	0.000139	0.00032	0.000118	0.000891	4.7e-05	0	2e-05	0
Halobacteroides	1.7e-05	8.7e-05	0.000472	4.4e-05	0.001487	0.000314	0	1e-05	0
Natranaerobius	3.4e-05	0.000331	0.000122	0.000148	0.000916	0	0	1e-05	0
Faecalitalea	0.027833	0.019101	0	0	0.019759	0.000299	0.000579	0.003906	0
Turicibacter	0.007869	0.005015	0.006441	0.004006	0.01009	0.002608	0.001395	2e-05	0
Faecalibaculum	0.000636	0.00101	0.001736	0.001715	0.002117	0.000251	0	0	0
Erysipelothrix	0.000137	0.000818	0.000746	0.000399	0.005251	0.00077	7.1e-05	2e-05	0
Finegoldia	0.00433	0.002473	0.00233	0.000724	0.003352	0.000644	0.000272	0.000549	0.006814
Anaerococcus	0.003814	0.003779	0.005101	0.00405	0.003402	0.004887	0.000473	0.000793	0.024143
Peptoniphilus	0.000653	0.000575	0.001325	0.001168	0.001865	0.117899	0.011265	7.1e-05	0.124154
Murdochiella	0.000584	0.000331	0.000594	0.000517	0	0	0	0	0
Parvimonas	0.000344	0.001689	0.001355	0.00031	0.001957	0.008548	0.000165	3.1e-05	0
Gottschalkia	0.001615	0.001445	0.003274	0.002528	0.005461	0.000157	2.4e-05	0.000804	0
Ezakiella	0.001701	0.00148	0.001964	0.001582	0	6.3e-05	2.4e-05	0	0
Selenomonas	0.001271	0.001532	0.001325	0.00065	0.007435	0.002561	0.000378	0.000214	0.000642
Pelosinus	0.001254	0.001027	0.00169	0.000562	0.004671	0.000141	1.2e-05	0.000214	0.000827
Megasphaera	0.001031	0.015602	0.018547	0.017872	0.003957	0.001037	0.000981	0.001129	0.018951
Dialister	0.000172	0.000418	0.001279	0.000547	0.000546	0.000126	0.000248	0	0.016208
Negativicoccus	0.000155	0.000139	0.000107	5.9e-05	0	0.000141	8.3e-05	0	0.000131
Veillonella	5.2e-05	4e-04	0.00099	0.000414	0.00142	0.007323	0.002199	4.1e-05	0.012529
Acidaminococcus	0.000172	0.000157	0.000807	0.000606	0.001999	0.000691	0.00013	7.1e-05	0.000555
Ndongobacter	0.000309	0.000244	7e-04	0.00068	0	1.6e-05	0	0	0
Bifidobacterium	2.640743	2.533546	2.415074	2.368277	2.309453	2.304372	2.475167	3.114515	1.554648
Parascardovia	0.014758	0.008985	0.01707	0.011412	0.024229	0.000126	2.4e-05	0.001658	0
Scardovia	0.000137	0.000139	0.000274	0.000473	0.004545	4.7e-05	0	1e-05	0
Gardnerella	3.4e-05	0.000505	0.000274	0.000103	0.002016	0.001226	0.060795	9.2e-05	0
Corynebacterium	0.032627	0.036723	0.056494	0.122146	0.089287	0.493797	0.191193	0.038163	0.377099
Mycobacterium	0.002096	0.002037	0.001964	0.000399	0.020532	0.007354	0.005899	0.000163	0
Rhodococcus	0.000704	0.001532	0.001629	0.00068	0.012828	0.00165	0.000225	0.000224	0
Nocardia	0.000223	0.001027	0.000975	8.9e-05	0.005032	0.003363	0.000898	4.1e-05	0
Gordonia	0.000515	0.000418	0.001492	0.000251	0.004478	0.000849	4.7e-05	3.1e-05	0
Segniliparus	0.000326	7e-05	0.000289	0	0.000361	0.00022	0	0	0
Dietzia	0.000258	0.000296	0.000533	3e-05	0.000647	3.1e-05	0	2e-05	0
Rothia	0.000979	0.000226	0.001645	0.00068	0.002462	1.6e-05	0.003416	0.000264	9.8e-05
Arthrobacter	0.000601	0.000784	0.001553	0.000207	0.00888	0.002357	0.000248	6.1e-05	0
Neomicrococcus	0.000137	0.000139	0.000228	1.5e-05	0	1.6e-05	0	0	0
Pseudarthrobacter	0.00012	0.000435	0.000107	0	0.002167	4.7e-05	0	0	0
Kocuria	8.6e-05	5.2e-05	0.000137	1.5e-05	0.00273	0.000534	0.000142	3.1e-05	0
Micrococcus	3.4e-05	0.000104	3e-05	3e-05	0.001546	4.7e-05	1.2e-05	4.1e-05	0
Microcella	0.000567	0.000122	0.000503	0.000296	0.00079	6.3e-05	0	0	0
Microbacterium	0.00055	0.001323	0.000411	0.000266	0.00741	0.006317	0.002388	5.1e-05	0
Leifsonia	0.000223	0.000348	1.5e-05	0	0.004167	0.000833	2.4e-05	0	0
Clavibacter	5.2e-05	3.5e-05	0.000274	5.9e-05	0.001714	0.000204	0	1e-05	0
Curtobacterium	1.7e-05	0.000209	9.1e-05	0	0.00184	0.00099	0	0	0
Agrococcus	1.7e-05	0.000226	0	0	0.001722	0.00022	0	8.1e-05	0
Cryobacterium	1.7e-05	0.000174	4.6e-05	1.5e-05	0.000689	0	0	0	0
Devriesea	0.000258	0.000279	0.000472	0	0.000706	0	0	0	0
Dermabacter	0.000189	0.000192	0.000274	0	0.001033	6.3e-05	0	0	0
Brachybacterium	0.000189	0.000557	0.00032	4.4e-05	0.000773	0.000864	0.000225	0	0
Luteipulveratus	0.000189	0.000366	1.5e-05	0	0.001101	1.6e-05	0	0	0
Dermacoccus	1.7e-05	0	6.1e-05	0	0.000865	0	0	0	0
Intrasporangium	5.2e-05	0	4.6e-05	0	0.000647	0.00066	0	0	0
Arsenicicoccus	1.7e-05	8.7e-05	1.5e-05	0	0.000588	3.1e-05	0	0	0
Beutenbergia	5.2e-05	0	0	0	0.000571	3.1e-05	0	7.1e-05	0
Cellulomonas	3.4e-05	0.000157	6.1e-05	1.5e-05	0.001882	0.000377	0	3.1e-05	0.000163
Brevibacterium	3.4e-05	0.000279	6.1e-05	0	0.002369	0.000723	0	1e-05	7.6e-05
Streptomyces	0.002079	0.013059	0.005512	0.035241	0.053675	0.019233	0.001052	0.000203	0.00037
Cutibacterium	0.000687	0.000836	0.001233	0.00071	0.004982	0.000299	0	0	0
Microlunatus	0.000361	0.000331	0.000365	0.000133	0.001479	6.3e-05	0	0	0
Propionibacterium	6.9e-05	0.000279	0.000305	5.9e-05	0.004075	0.001634	0.00156	0.001058	0.000577
Propionimicrobium	3.4e-05	8.7e-05	3e-05	3e-05	0	1.6e-05	7.1e-05	0	8.7e-05
Pseudopropionibacterium	3.4e-05	7e-05	6.1e-05	3e-05	0.000815	0	0	0	0
Tessaracoccus	1.7e-05	0.001532	0.001051	0.000414	0	0.00022	0	0	0
Auraticoccus	1.7e-05	0	0	0	0.000554	3.1e-05	0	0	0
Friedmanniella	0.000412	5.2e-05	0	0	0.001495	7.9e-05	0	0	0
Actinopolymorpha	0.000206	0	0	0	0.000403	6.3e-05	0	1e-05	0
Nocardioides	1.7e-05	0.000104	0.000198	1.5e-05	0.001907	0.001037	2.4e-05	0	0
Aeromicrobium	1.7e-05	0.000192	9.1e-05	3e-05	0.000722	0.00011	0	1e-05	0
Marmoricola	1.7e-05	0	0	0	0.00047	1.6e-05	0	0	0
Actinomyces	0.001512	0.002159	0.003426	0.003134	0.007679	0.009554	0.00305	0.001994	0.007609
Arcanobacterium	0.000103	0.000157	0.000289	8.9e-05	0.000756	1.6e-05	0	7.1e-05	0
Mobiluncus	5.2e-05	3.5e-05	0.000183	0	0.000563	0.000141	0	0	0
Amycolatopsis	0.000636	0.001689	0.001112	0.000207	0.012341	0.00088	0	0.000142	0
Pseudonocardia	1.7e-05	4e-04	0.001142	0.000103	0.006301	0.000283	0	0	0
Saccharomonospora	1.7e-05	0.000226	7.6e-05	0	0.00063	0.00066	0	0	0
Actinoalloteichus	1.7e-05	0.000174	7.6e-05	1.5e-05	0.000596	0.00011	0	4.1e-05	0
Frankia	0.000481	0.000749	0.000548	4.4e-05	0.003982	0.00165	0	8.1e-05	0
Nakamurella	0.000361	0.000122	0.000396	0	0.001336	4.7e-05	0	0	0
Verrucosispora	0.00012	0.000209	0	0	0.000916	1.6e-05	0	0	0
Micromonospora	6.9e-05	0.002124	7.6e-05	0	0.011661	0.001854	7.1e-05	1e-05	0
Salinispora	6.9e-05	0.000209	0.000168	1.5e-05	0.001781	0.00011	0	0	0
Nonomuraea	0.000172	0	0.000107	0	5e-05	0.000189	0	0	0
Thermomonospora	1.7e-05	0	0.000457	0	0.000991	1.6e-05	1.2e-05	1e-05	0
Actinopolyspora	0.000155	0	6.1e-05	0	0	7.9e-05	0	0	0
Candidatus Nanopelagicus	8.6e-05	8.7e-05	7.6e-05	0	0	0	0	0	0
Candidatus Planktophila	1.7e-05	0.000575	0.000533	7.4e-05	0	0	0	0	0
Catenulispora	5.2e-05	8.7e-05	3e-05	0	0.000924	0.00011	0	0	0
Jiangella	1.7e-05	0.000209	0	0	0.001437	1.6e-05	0	0	0
Geodermatophilus	1.7e-05	0.000261	1.5e-05	0.000103	0.000697	0.000236	1.2e-05	0	0
Libanicoccus	0.032919	0.006408	0	0	0	0.000346	0	0	0
Olsenella	0.03163	0.014574	0.008406	0.005824	0.063361	0.00363	0.000827	0.001607	0.002591
Atopobium	0.000395	0.000174	0.000228	0.000192	0.004016	0.000613	0.000331	1e-05	0.006117
Coriobacterium	0.015721	0.001776	0.000975	0.00065	0.025119	0.000189	5.9e-05	0.000681	0
Gordonibacter	0.020858	0.006495	0.003533	0.002956	0.02391	0.002498	0.000201	0.003662	0
Eggerthella	0.003522	0.001985	0.005132	0.003503	0.015819	0.003551	0.005461	0.001953	0.00541
Adlercreutzia	0.002182	0.001184	0.000822	0.000547	0.008208	0.000236	2.4e-05	0.000346	6.5e-05
Slackia	0.002165	0.00202	0.005269	0.00439	0.011577	0.000566	0.000284	0.00118	0.001938
Phoenicibacter	0.00189	0.001062	0.001492	0.00071	0	0.000911	0	0	0
Denitrobacterium	0.001323	0.000801	0.000442	0.000148	0.006024	0.000613	2.4e-05	0.000224	0
Ilumatobacter	0.000498	0	0	0	0.001243	0	0	0	0
Rubrobacter	5.2e-05	1.7e-05	6.1e-05	7.4e-05	0.000916	0.000204	2.4e-05	0	0
Candidatus Phytoplasma	0.001838	0.000174	0.000152	0.000118	0.001546	1.6e-05	2.4e-05	0	0
Acholeplasma	0.000498	0.00101	0.001934	0.002395	0.004343	0.00033	0.000118	5.1e-05	0
Mycoplasma	0.001254	0.004196	0.003518	0.004257	0.022213	0.001776	2.4e-05	0.000132	0
Ureaplasma	0.000137	8.7e-05	0.000213	0	0.002092	0.000126	0.000284	0	0
Spiroplasma	0.000584	0.001706	0.002756	0.001552	0.010165	0.000346	0	3.1e-05	0
Synechococcus	0.000859	0.001045	0.001568	0.000148	0.007368	0.002011	0	5.1e-05	0
Prochlorococcus	0.000241	0.000418	0.00102	0.000103	0.005856	0.000424	0.000248	0	0
Halomicronema	3.4e-05	5.2e-05	1.5e-05	3e-05	0	0	0	0	0
Leptolyngbya	1.7e-05	0.000348	9.1e-05	3e-05	0.002159	0.000503	0	0	0
Chamaesiphon	1.7e-05	0.000348	0	0	0.000328	3.1e-05	0	0	0
Nostoc	0.000137	0.002089	0.000381	0.00031	0.004755	0.000204	0	0	0
Calothrix	5.2e-05	0.001149	0.000655	0.000296	0.002041	0.00033	1.2e-05	0	0
Dolichospermum	5.2e-05	0.000104	0	0	8e-06	0	0	0	0
Oscillatoria	0.00012	0.000418	0.000898	0.000222	0.001344	0.000299	0	0	0
Trichodesmium	3.4e-05	1.7e-05	0.000289	1.5e-05	0.000807	4.7e-05	0	0	0
Cyanothece	1.7e-05	0.000784	0.000122	0.000266	0.004058	0.000377	1.2e-05	0	0
Halothece	5.2e-05	5.2e-05	0	0	0.000428	0	0	0	0
Geminocystis	5.2e-05	0.001306	0.00032	7.4e-05	0.001932	6.3e-05	0	0	0
Gloeobacter	0.000395	3.5e-05	0.000944	0.000133	0.001428	0	0	0	0
Pleurocapsa	0.000206	3.5e-05	0.000244	1.5e-05	0.000403	0	0	3.1e-05	0
Deinococcus	0.001134	0.001811	0.003	0.000591	0.007914	0.000566	4.7e-05	0.000264	0
Meiothermus	0.000567	0.000261	0.000381	0	0.002033	0.000173	0	0.000142	0
Thermus	0.000309	0.000366	0.000198	1.5e-05	0.0021	0.000251	0	0	0
Oceanithermus	1.7e-05	0	0.000152	0	0.000807	0.000126	0	0	0
Sphaerobacter	0.000584	0.000174	0.000198	0.000103	0.001025	0	0	0	0
Anaerolinea	1.7e-05	0	3e-05	8.9e-05	0.000403	0.000204	0	0	0
Chloroflexus	0.000155	8.7e-05	3e-05	3e-05	0.001025	0.000204	1.2e-05	0	0
Dehalogenimonas	1.7e-05	8.7e-05	0.000107	1.5e-05	0.000571	0	0	0	0
Fimbriimonas	0.00055	8.7e-05	6.1e-05	0.000133	0.000613	0	0.000236	7.1e-05	0
Chthonomonas	5.2e-05	0	0	0	0.000286	0.00044	0	0	0
Enterobacter	2.854302	2.271958	3.382816	3.454393	5.0355	0.724598	1.64954	0.678394	3.10308
Klebsiella	1.415159	1.270621	1.296428	1.242425	1.691536	0.29301	0.843323	1.048319	0.853742
Citrobacter	0.578138	0.56089	0.535264	0.485082	0.633292	0.090384	0.040014	0.496631	0.380387
Escherichia	0.020566	0.02779	0.023511	0.022632	0.058564	0.030956	0.074993	0.013121	0
Lelliottia	0.018177	0.036235	0.04014	0.00442	0.012098	0.006615	0.004799	0.003204	0
Salmonella	0.01304	0.02584	0.023405	0.011382	0.032353	0.021449	0.06563	0.005554	0
Cronobacter	0.012731	0.014313	0.015989	0.000754	0.039258	0.003473	0.006773	0.003702	0
Leclercia	0.010635	0.013895	0.029328	0.006903	0.018684	0.010764	0.00422	0.00592	0
Kosakonia	0.01012	0.012572	0.010629	0.001168	0.011098	0.004651	0.001147	0.003509	0
Raoultella	0.007835	0.010831	0.011329	0.001109	0.02412	0.002451	0.001336	0.004526	0
Cedecea	0.007233	0.006147	0.009121	0.001493	0.01524	0.001666	0.00052	0.00298	0
Pluralibacter	0.00366	0.011161	0.010583	0.00031	0.02133	0.001399	0.000709	0.000946	0
Candidatus Blochmannia	1.7e-05	0.001689	7.6e-05	3e-05	0.001294	0	0	0	0
Kluyvera	0.002715	0.00101	0	0	0.004805	0.009365	0.005934	0.004506	0
Shimwellia	0.001185	0.001759	0.001462	0.000237	0.002747	0.000519	0.000177	0.000153	0
Gibbsiella	0.000223	0.000522	0.000518	4.4e-05	0	0	0	0.000112	0
Candidatus Riesia	0.000103	0.000348	1.5e-05	0	0.000185	1.6e-05	0	0	0
Pantoea	0.016047	0.022166	0.026161	0.022026	0.031429	0.026194	0.004468	0.018665	0.002754
Erwinia	0.003041	0.005171	0.004766	0.001463	0.010468	0.009491	0.001939	0.000427	0
Tatumella	0.000326	0.000575	0.000944	7.4e-05	5e-05	0.000283	1.2e-05	2e-05	0
Buchnera	3.4e-05	0.001428	0.000198	0.000591	0.002873	6.3e-05	0	4.1e-05	0
Serratia	0.011958	0.015323	0.022933	0.008544	0.051642	0.008957	0.007412	0.007334	0
Yersinia	0.004278	0.007226	0.006456	0.00303	0.022927	0.011565	0.005958	0.001933	0
Rahnella	0.000756	0.002124	0.000426	3e-05	0.004167	0.000786	5.9e-05	4.1e-05	0
Dickeya	0.003041	0.005206	0.003792	0.002454	0.005562	0.000786	0.000284	0.000763	0
Pectobacterium	0.002388	0.003883	0.003716	0.000591	0.010065	0.001163	0.000355	0.003296	0
Brenneria	0.000481	0.001236	0.00099	3e-05	7.6e-05	0.000204	0.000118	0.000102	0
Sodalis	0.000137	0.000453	0.000731	0	0.002756	0.000141	1.2e-05	4.1e-05	0
Providencia	0.000636	0.001619	7e-04	0.000355	0.002554	0.002656	0.000461	1e-05	0.010177
Xenorhabdus	0.00055	0.001062	0.001294	0.000237	0.005099	0.002608	0.000839	7.1e-05	0
Proteus	0.00043	0.000888	0.000518	0.00034	0.005914	0.001336	0.000307	0.000356	0.003429
Morganella	0.000258	0.000853	0.000853	0.000118	0.001991	0.003158	0.000473	3.1e-05	0.000664
Photorhabdus	0.000223	0.000714	0.000594	0.000237	0.002319	0.003976	0.00169	3.1e-05	0
Arsenophonus	0.000155	1.7e-05	0.000152	0	0.000781	0.000173	5.9e-05	0	0
Edwardsiella	0.001615	0.00242	0.003365	0.001375	0.012341	0.000487	0.000402	0.000102	0.00098
Hafnia	0.000601	0.001114	0.001279	0.000488	0.003923	0.00055	9.5e-05	0.000193	0
Obesumbacterium	6.9e-05	3.5e-05	0.000548	5.9e-05	0.001428	7.9e-05	0	6.1e-05	0
Plesiomonas	0.000189	0.000296	0.000228	0	0.000605	4.7e-05	0	0	0
Acinetobacter	0.134973	0.137315	0.083264	0.111207	0.05139	0.091641	0.040156	0.144506	0.113128
Psychrobacter	0.000584	0.000696	0.000868	0.000118	0.002999	0.00044	0.000284	3.1e-05	0
Moraxella	0.000241	0.000784	0.000838	0.000207	0.004058	0.000283	2.4e-05	1e-05	0
Pseudomonas	0.008161	0.020547	0.020466	0.019128	0.116792	0.011078	0.003014	0.002695	0.001382
Azotobacter	1.7e-05	0.000296	0.000259	3e-05	0.003646	0.00011	1.2e-05	0	0
Shewanella	0.001082	0.002803	0.001751	0.001863	0.011619	0.000927	3.5e-05	0.000122	0
Alteromonas	0.000515	0.000853	0.001705	0.000118	0.008527	0.000707	0.00013	1e-05	0
Marinobacter	0.000361	0.001027	0.001249	0.000207	0.005562	0.00055	0	9.2e-05	0
Glaciecola	1.7e-05	3.5e-05	6.1e-05	0	0.000706	0	0.00013	0	0
Agarivorans	1.7e-05	0.000139	6.1e-05	0	0.000386	0	0	0	0
Pseudoalteromonas	0.000601	0.001724	0.001645	0.000177	0.007116	0.002184	2.4e-05	0	0
Moritella	0.000258	0.000139	0.000259	4.4e-05	0.000764	0.000189	7.1e-05	0	0
Ferrimonas	0.00012	0.000366	0.000381	0	0.000731	3.1e-05	0	3.1e-05	0
Vibrio	0.001924	0.005833	0.003776	0.001685	0.023657	0.008752	0.00552	0.00119	0
Aliivibrio	0.000172	0.000749	0.000335	0.00034	0.002898	0.000157	2.4e-05	0	0
Photobacterium	8.6e-05	0.001602	0.000183	4.4e-05	0.001084	0.000723	0.00013	1e-05	0
Grimontia	6.9e-05	5.2e-05	0.000259	0	0.000538	1.6e-05	0	0	0
