Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Exiguobacterium	0.374432	0.3233	0.362429	0.431747	0.183208	0.442612	0.137195	0.272488	0.417158
Gemella	0.000772	0.004844	0.005072	0.000286	0.002331	0.000613	0.000656	0	0.002339
Bacillus	0.188894	0.218536	0.185609	0.203848	0.238134	0.094503	0.054234	0.027043	0.080044
Halobacillus	0.002554	0.001565	0.003436	0.000245	0.001043	0.000904	7.8e-05	0	0
Geobacillus	0.002346	0.003692	0.002688	0.000674	0.007104	0.001072	0.000375	2e-05	0
Virgibacillus	0.000891	0.004932	0.006638	0.002146	0.002622	0.001134	0.000188	0.000102	0
Lysinibacillus	0.000713	0.014797	0.006287	0.002411	0.014293	0.001823	0.000625	9.2e-05	0
Oceanobacillus	0.000297	0.002333	0.000888	0.000163	0.002171	0.002083	0.000109	2e-05	0
Anoxybacillus	0.000267	0.000916	0.003646	0.000286	0.004727	0.000674	0.000844	0.000112	0
Amphibacillus	0.000178	0.000414	0.001028	0.000245	0.002941	0.000965	4.7e-05	0.000163	0
Aeribacillus	0.000148	0.000148	0.000748	0.000674	9e-06	0	1.6e-05	1e-05	0
Lentibacillus	8.9e-05	0.000148	0.000234	2e-05	0.000724	0.000628	3.1e-05	0	0
Terribacillus	5.9e-05	0.000177	0.000327	0.000102	0.001005	0.00026	7.8e-05	4.1e-05	0
Fictibacillus	3e-05	0.001152	0.000421	0.000204	0.003063	0.001762	3.1e-05	7.2e-05	0
Paenibacillus	0.012769	0.035118	0.049201	0.049613	0.056393	0.039155	0.007877	0.000633	0.001567
Aneurinibacillus	0.000713	0.001477	0.000748	0.000409	0.00203	0.001149	7.8e-05	0	0
Brevibacillus	0.000208	0.00316	0.006732	0.00094	0.003937	0.001884	0.000109	2e-05	0
Thermobacillus	0.000148	0.001536	0.001519	0.000143	0.002086	0.000184	0	2e-05	0
Listeria	0.004603	0.006291	0.009536	0.004066	0.038613	0.008671	0.008831	0.002922	0.001706
Brochothrix	0.002554	0.001388	0.002548	0.000899	6.6e-05	3.1e-05	0.000625	5.1e-05	0
Planococcus	0.001158	0.007236	0.015824	0.009216	0.013992	0.000689	3.1e-05	0.000174	0
Sporosarcina	0.000208	0.002717	0.001847	0.000899	0.001457	0.000659	0.000156	0.000174	0
Solibacillus	0.000119	0.003397	0.000678	0.000266	0.003825	0.000123	0	0.000112	0
Jeotgalibacillus	3e-05	0.001329	0.000374	0.000347	0.001391	0.00072	7.8e-05	3.1e-05	0
Rummeliibacillus	3e-05	0.000384	0.000631	0.000123	0.001532	0	0	1e-05	0
Alicyclobacillus	0.000327	0.000591	0.000491	4.1e-05	0.001729	0.001792	7.8e-05	2e-05	0
Kyrpidia	0.000208	0.000532	0.000444	0	0.000611	0	0	0	0
Tumebacillus	8.9e-05	0.001359	0.000912	4.1e-05	0	0.000214	1.6e-05	0	0
Novibacillus	3e-05	0.00065	0.00014	0.000388	0	0.000368	0	0	0
Clostridium	12.935014	12.791848	11.637734	13.560905	10.137444	18.28637	21.696847	8.83057	13.643944
Alkaliphilus	0.003801	0.005228	0.007363	0.003555	0.010083	0.002589	0.000406	0.000521	0
Candidatus Arthromitus	0.003059	0.005819	0.008999	0.002554	0.025438	0.000597	7.8e-05	0.000991	0
Geosporobacter	0.001277	0.004814	0.005166	0.002554	0.005112	0.003493	0.000844	0.000593	0
Roseburia	0.581262	0.29911	0.701906	0.540169	0.498493	0.153481	0.194805	0.178229	0.259894
Blautia	0.474446	0.411258	1.044188	1.243972	0.914666	6.191282	6.314043	0.897328	20.593062
Lachnoclostridium	0.266785	0.184097	0.472542	0.470796	0.103294	0.032767	0.022209	0.010309	0.012492
Anaerostipes	0.245493	0.136456	0.364954	0.31932	0.096246	0.008073	0.003329	0.021036	0.000576
Butyrivibrio	0.059718	0.075671	0.123786	0.088724	0.014124	0.00766	0.004892	0.002891	0.036807
Cellulosilyticum	0.008315	0.007148	0.024612	0.007029	0.010976	0.005821	6.3e-05	0.002258	0
Herbinix	0.00781	0.002481	0.017226	0.006028	0.009566	0.001593	0	0	0
Anaerotignum	0.00778	0.00573	0.011476	0.006416	0.002255	0	0	0	0.005497
Eubacterium	0.736599	0.464097	1.005762	0.996886	0.073749	0.652804	0.742164	0.189028	0.583168
Acetobacterium	0.000238	0.003633	0.004301	0.003065	0.002744	0.003294	0.000406	0	0
Ruminococcus	0.443919	0.388249	0.404385	0.363089	19.114279	3.306546	3.000633	38.951887	2.287441
Ruminiclostridium	0.011106	0.004667	0.057873	0.038313	0.005939	0.009774	0.006392	0.031815	0
Ethanoligenens	0.003296	0.001772	0.008601	0.003208	0.002237	0.000199	0	3.1e-05	0
Mageeibacillus	0.00297	0.000945	0.00561	0.005027	0.002396	3.1e-05	0	0	0
Clostridioides	0.259807	0.19795	0.23488	0.195511	0.202275	0.038389	0	0	0
Acetoanaerobium	0.002702	0.002954	0.006171	0.001001	0.007311	0.000521	0.000234	0	0
Filifactor	0.002435	0.001506	0.003366	0.001328	0.002847	3.1e-05	0	6.1e-05	0
Peptoclostridium	0.000475	0.002274	0.002548	0.00139	0.003674	0.002191	0.096137	0.105773	0
Flavonifractor	0.012621	0.007089	0.051398	0.047284	0.01169	0.002926	0.00261	0.003739	0
Intestinimonas	0.00588	0.003426	0.008508	0.010156	0.007499	0.000674	0.000375	0.003637	0
Desulfotomaculum	0.004425	0.006498	0.001706	0.00092	0.003082	0.004734	0.002688	0.000501	0
Candidatus Desulforudis	0.002049	0.000738	0.002033	4.1e-05	0.000799	0	0	0	0
Desulfosporosinus	0.001336	0.00319	0.00215	0.001778	0.004529	0.005086	0.000344	7.2e-05	0
Desulfitobacterium	0.000742	0.003426	0.00797	0.007601	0.011136	0.003447	0.001188	0.000562	0
Dehalobacter	0.000535	0.003722	0.003132	0.000879	0.003101	0.000659	0	1e-05	0
Syntrophobotulus	0.000267	0.000236	0.000397	0.000204	0.001034	1.5e-05	0.000125	0	0
Dehalobacterium	0.000208	0.001861	0.000397	0.000409	0	0	9.4e-05	0	0
Thermincola	3e-05	5.9e-05	0.000888	8.2e-05	0.001212	0.000506	7.8e-05	3.1e-05	0
Oscillibacter	0.003296	0.007207	0.001893	0.002616	0.002819	0.001716	0.001047	4.1e-05	0.032843
Christensenella	0.002405	0.009658	0.004464	0.002799	0	0.000919	0.000578	0	0
Mogibacterium	0.000267	0.00508	0.001379	0.000388	0	0.000797	7.8e-05	7.2e-05	0
Heliobacterium	0.000505	0.001949	0.002805	0.000266	0.00172	0.011137	0.001766	5.1e-05	0
Symbiobacterium	0.000119	0.000532	0.001099	2e-05	0.0025	0.000306	0	2e-05	0
Thermoanaerobacterium	0.00294	0.010515	0.01774	0.002963	0.013212	0.000735	0.001329	0.000306	0
Caldicellulosiruptor	0.001485	0.002481	0.00596	0.00284	0.014434	0.002543	6.3e-05	0.000266	0
Thermoanaerobacter	0.000327	0.007975	0.022532	0.001451	0.022628	0.000582	0.000234	0.00047	0
Tepidanaerobacter	0.000297	0.003308	0.000538	0.000102	0.003242	0.000689	0.000641	9.2e-05	0
Moorella	8.9e-05	0.000502	0.000351	4.1e-05	0.003656	0.000414	0.000281	0	0
Ammonifex	5.9e-05	0.000207	4.7e-05	4.1e-05	0.000536	0	0	0	0
Caldanaerobacter	0.000119	0.000266	0.004137	0.000266	0.001598	0.000521	3.1e-05	8.2e-05	0
Thermacetogenium	5.9e-05	0.0013	0.000608	0.000347	0.000667	3.1e-05	1.6e-05	0	0
Halobacteroides	0.00095	0.000827	0.001917	0.000286	0.003345	0.000245	0	0.000102	0
Acetohalobium	0.000475	0.000354	0.000421	0.000184	0.001353	0.000184	0	1e-05	0
Halanaerobium	0.000713	0.001949	0.002431	0.000817	0.005798	0.00049	0.000203	0.000266	0
Halothermothrix	8.9e-05	0.00127	0.000795	6.1e-05	0.001278	0.000184	0	2e-05	0
Natranaerobius	0.000327	0.00189	0.001262	0.001124	0.001626	0.000291	0	4.1e-05	0
Faecalitalea	0.080237	0.065156	0	0	0.055115	7.7e-05	0.000719	0.001839	0
Turicibacter	0.026013	0.018933	0.010612	0.006334	0.008627	0.007139	0.003485	1e-05	0
Faecalibaculum	0.003088	0.003928	0.008812	0.006948	0.002829	4.6e-05	0	0	0
Erysipelothrix	0.000861	0.002097	0.003483	0.000797	0.009369	0.00023	0.000109	0.000194	0
Megasphaera	0.04974	0.982748	1.029299	0.92927	0.070958	0.024311	0.032916	0.042348	0.628894
Dialister	0.001247	0.000502	0.001636	0.00139	0.001034	0.000506	0.000391	0	0.029973
Veillonella	0.000742	0.002658	0.003927	0.004025	0.00234	0.003692	0.002688	7.2e-05	0.01278
Negativicoccus	0.000624	8.9e-05	0.000117	4.1e-05	0	0.00023	0.000203	0	0.000104
Selenomonas	0.013066	0.013409	0.013346	0.008112	0.014951	0.003876	0.000844	0.000419	0.000968
Megamonas	0.000386	0.000532	0.00395	0.00049	0.004219	0.000429	0.000172	0.000225	0.002489
Pelosinus	0.001069	0.001388	0.005072	0.002289	0.005958	0.00118	6.3e-05	8.2e-05	0.001083
Acidaminococcus	0.00098	0.000384	0.00568	0.001451	0.006343	0.001333	0.000578	9.2e-05	0.002939
Anaerococcus	0.014016	0.011726	0.017881	0.009706	0.005065	0.003784	0.000922	0.00093	0.024361
Finegoldia	0.003504	0.006084	0.008882	0.001042	0.005084	0.001777	0.000234	0.000429	0.010037
Parvimonas	0.001544	0.011253	0.004137	0.000552	0.00405	0.005009	0.000188	0.000255	0
Murdochiella	0.000445	0.000295	0.000818	0.000715	0	0.000138	0	0	0
Peptoniphilus	0.000386	0.000709	0.001613	0.000654	0.002885	0.16183	0.006299	1e-05	0.196341
Gottschalkia	0.004989	0.005346	0.012458	0.001676	0.012329	0.004642	0.000922	0.001665	0
Ezakiella	0.002168	0.001713	0.002805	0.001022	0	0.000184	3.1e-05	0	0
Ndongobacter	0.000564	0.002038	0.000982	0.001083	0	6.1e-05	0	0	0
Limnochorda	0.000416	0.000502	0.000397	6.1e-05	0.00156	6.1e-05	0	0	0
Bifidobacterium	9.075122	8.716928	7.205488	6.32205	4.848518	4.063488	6.550735	6.202503	2.913142
Parascardovia	0.000208	0.000325	0.003576	0.000266	0.000799	1.5e-05	4.7e-05	1e-05	0
Scardovia	8.9e-05	0.000118	0.000701	0.000102	0.00094	9.2e-05	1.6e-05	1e-05	0
Gardnerella	5.9e-05	0.000709	0.00021	0.000102	0.002744	0.000996	0.005564	5.1e-05	0
Actinomyces	2.234029	1.782668	3.129688	3.507675	2.010444	3.676836	1.282458	2.116418	2.976765
Arcanobacterium	0.000742	0.000148	0.000117	2e-05	0.000526	0.00095	3.1e-05	1e-05	0
Actinotignum	0.000535	0.001063	0.000608	0.000143	0.000836	0.000444	0	0	0
Mobiluncus	0.000119	0.000295	9.3e-05	0	0.000451	0.000169	1.6e-05	9.2e-05	0
Microbacterium	0.004395	0.007561	0.006965	0.00045	0.015308	0.00671	0.000297	0.000337	0
Leifsonia	0.003059	0.001713	0.000584	0	0.016624	0.001057	0	0	0
Curtobacterium	0.000772	0.001447	0.001402	0.00049	0.004971	0.002068	0	8.2e-05	0
Agromyces	0.000772	0.001595	0.003436	0.000204	0.005187	0.000123	0	2e-05	0
Microcella	0.000564	0.000354	0.000538	0.000123	0.00125	6.1e-05	0	0	0
Cnuibacter	0.000445	0	9.3e-05	0	0	1.5e-05	0	0	0
Microterricola	0.000238	0.001565	0.000725	0	0.00359	1.5e-05	6.3e-05	6.1e-05	0
Agrococcus	0.000208	8.9e-05	0	0	0.004285	0.00098	0	0.000225	0
Clavibacter	0.000178	0.000502	0.000678	4.1e-05	0.009012	0.00023	1.6e-05	0.000102	0
Frondihabitans	5.9e-05	0.001359	9.3e-05	0	0.001663	3.1e-05	0	0	0
Rathayibacter	3e-05	8.9e-05	0.000538	0	0.002706	0.00072	0	1e-05	0
Rhodoluna	3e-05	0.000236	4.7e-05	2e-05	0.000507	1.5e-05	0	0	0
Arthrobacter	0.003563	0.00573	0.010121	0.000899	0.019274	0.004519	9.4e-05	0.000102	0
Kocuria	0.002851	0.004844	0.002361	0.000245	0.011136	0.001103	3.1e-05	0.00049	0
Rothia	0.002643	0.001802	0.002314	0.000858	0.003449	0.0017	0.000406	0.000306	0.000127
Micrococcus	0.001069	0.00062	0.001075	8.2e-05	0.004661	0.000506	4.7e-05	0.000143	0
Pseudarthrobacter	0.001069	0.002363	0.001286	0.000143	0.006061	0.000276	0	0	0
Neomicrococcus	0.000624	0.000266	0.000561	0.000817	0	3.1e-05	0	0	0
Sinomonas	0.000505	0.001093	0.001262	0	0.002688	0.000996	0	2e-05	0
Brachybacterium	0.005137	0.006705	0.008788	0.001573	0.003515	0.001088	3.1e-05	0.000174	0
Devriesea	0.000386	0.000236	0.000351	4.1e-05	0.000573	3.1e-05	0	0	0
Isoptericola	0.001633	0.001152	0.004394	6.1e-05	0.007527	0.000337	0	8.2e-05	0
Cellulosimicrobium	0.001277	0.001713	0.00402	0.000225	6.6e-05	0.002528	0	0.000296	0
Xylanimonas	0.000861	0.002008	0.001636	0.000204	0.003862	0.000138	0	0.000123	0
Cellulomonas	0.002287	0.004696	0.003576	0.000266	0.008044	0.005745	0	0.000439	0.000599
Paraoerskovia	0.000564	0.000679	0	0	0.001879	4.6e-05	0	0	0
Kytococcus	0.001069	0.000384	0.002104	0.001246	0.002979	0.000169	0	1e-05	0
Luteipulveratus	0.000535	0.0013	0.000584	0	0.002067	1.5e-05	0	5.1e-05	0
Dermacoccus	5.9e-05	0.000118	0.000374	0	0.001682	0.000506	0	0	0
Brevibacterium	0.001218	0.002865	0.000982	6.1e-05	0.005657	0.000889	1.6e-05	8.2e-05	0.000219
Arsenicicoccus	0.000653	0.000945	0.001356	0	0.003449	0.000352	0	0	0
Intrasporangium	0.000119	0.000827	0.001473	0	0.002077	0.00026	0	8.2e-05	0
Serinicoccus	8.9e-05	0.000886	0.001776	0.000163	0.003345	0.000337	0.000125	0	0
Phycicoccus	5.9e-05	0.000679	0	0	0.002058	0.001026	0	7.2e-05	0
Dermatophilus	0.000742	0.000148	4.7e-05	2e-05	0	3.1e-05	0	1e-05	0
Beutenbergia	0.000297	0.000561	0.000257	2e-05	0.002782	7.7e-05	1.6e-05	4.1e-05	0
Sanguibacter	0.000208	0.002186	0.001823	0.000245	0.003637	0.000291	0	5.1e-05	0
Jonesia	3e-05	0.000177	0	0	0.000122	1.5e-05	0	1e-05	0
Corynebacterium	0.019243	0.029122	0.027627	0.014406	0.049796	0.031481	0.011831	0.003177	0.021676
Mycobacterium	0.007513	0.008802	0.006334	0.00094	0.044298	0.022779	0.004658	0.000603	0
Rhodococcus	0.005226	0.006025	0.007947	0.001859	0.030118	0.008441	0.001188	0.000174	0
Nocardia	0.000891	0.004814	0.005119	0.00096	0.011117	0.009268	0.000141	4.1e-05	0
Gordonia	0.001099	0.001979	0.003623	0.000123	0.00779	0.002359	0	2e-05	0
Tsukamurella	0.000178	0.000354	0.001075	0.000102	0.001212	0.001011	3.1e-05	0	0
Dietzia	0.000148	0.004785	0.002781	0	0.001184	0.00046	0	0	0
Segniliparus	0.000148	0	0.000397	0	0.000611	0.000123	0	0	0
Pseudopropionibacterium	0.003504	0.004578	0.008157	0.005803	0.006061	0.00095	0	0	0
Cutibacterium	0.00297	0.004489	0.005984	0.001042	0.005713	0.0055	0	0	0
Acidipropionibacterium	0.002257	0.00638	0.005236	0.000797	0.016323	1.5e-05	0	0	0
Propionibacterium	0.001841	0.003515	0.003436	0.002023	0.010553	0.002497	0.013441	0.009226	0.000933
Tessaracoccus	0.001544	0.005907	0.010752	0.001451	0	0.000812	1.6e-05	0.00049	0
Auraticoccus	0.000445	0.000354	0	0	0.003468	6.1e-05	0	2e-05	0
Microlunatus	0.000148	0.001565	0.001145	0	0.003984	0.000536	0	1e-05	0
Propionimicrobium	3e-05	8.9e-05	4.7e-05	2e-05	0	6.1e-05	4.7e-05	0	0.000138
Aeromicrobium	0.002702	0.002599	0.001309	0	0.001776	0.000628	0	0	0
Pimelobacter	0.001307	0.001004	0.001099	0	0.003449	0	0	0	0
Friedmanniella	0.000891	0.002186	0	0	0.00545	0.000643	0	0.000204	0
Nocardioides	0.000564	0.002215	0.001473	2e-05	0.004868	0.00406	1.6e-05	0.000255	0
Actinopolymorpha	0.000535	0.000679	0	0	0.001504	0.000444	1.6e-05	1e-05	0
Streptomyces	0.016689	0.06108	0.04656	0.366072	0.197576	0.094258	0.006064	0.001624	0.001072
Kitasatospora	0.000238	0.002658	0.002407	0.000163	0.004774	0.001394	0	3.1e-05	0
Micromonospora	0.004217	0.006764	0.001636	0.000593	0.04038	0.007583	0.000109	0.000255	0
Actinoplanes	0.001722	0.004371	0.00367	0.000143	0.016605	0.0019	0.00025	4.1e-05	0
Plantactinospora	0.000505	0.001152	0.000888	0.000409	0	0	0	0	0
Verrucosispora	5.9e-05	0.000473	0.00028	8.2e-05	0.00219	0.000138	0	0	0
Salinispora	3e-05	5.9e-05	0.000374	2e-05	0.002979	0.000398	0	0.000123	0
Saccharomonospora	0.001425	0.001772	0.000304	0	0.001034	0.001088	0	0	0
Pseudonocardia	0.001128	0.001802	0.002828	0.000184	0.018146	0.005086	0	0.000133	0
Amycolatopsis	0.00095	0.003722	0.002501	0.000593	0.025316	0.005469	1.6e-05	6.1e-05	0
Actinoalloteichus	0.000624	0.003544	0.00187	0.000327	0.001673	0.001976	0	7.2e-05	0
Allokutzneria	0.000505	0.000797	0	0	0.002208	0.001103	0	0.000225	0
Kutzneria	0.000238	0.001093	0.001543	0	0.003599	0.001425	0	0	0
Actinosynnema	0.000178	0.000266	0.00014	4.1e-05	0.003599	0.000214	0	3.1e-05	0
Lentzea	0.000148	0.000207	0.001075	4.1e-05	0.00359	0.00121	0	3.1e-05	0
Saccharopolyspora	8.9e-05	0.000561	0.001028	0	0.004154	0.000858	3.1e-05	7.2e-05	0
Kibdelosporangium	8.9e-05	0.000532	0.000187	0	0.00515	0.000184	0	0	0
Nocardiopsis	0.001039	0.002186	0.003576	0.000327	0.00593	0.003355	4.7e-05	4.1e-05	0
Thermomonospora	0.000921	5.9e-05	0.001379	0	0.003073	0.000429	0	5.1e-05	0
Nonomuraea	0.000742	0.000738	0.000958	0.000102	0.000282	0.002037	6.3e-05	2e-05	0
Kineococcus	0.001307	0.001654	0.001145	0	0.003684	9.2e-05	0.000109	0.000112	0
Nakamurella	0.001218	0.000354	0.000234	0.000184	0.004135	0.001057	0	0	0
Frankia	0.000683	0.00573	0.004418	0.000327	0.011305	0.009406	7.8e-05	6.1e-05	0
Jatrophihabitans	3e-05	0.000414	0	0	0	4.6e-05	0	0	0
Jiangella	0.000564	0.001004	0	0	0.007198	0.001317	0	0	0
Catenulispora	0.000445	0.001477	0.001426	0	0.004135	0.000245	0	1e-05	0
Geodermatophilus	0.000327	0.001034	0.000701	0	0.003007	0.001057	0	4.1e-05	0
Blastococcus	3e-05	0.000236	0.000538	2e-05	0.002086	0.00144	0	3.1e-05	8.1e-05
Thermobispora	0.000267	0	0.00014	2e-05	0.001635	4.6e-05	0	5.1e-05	0
Candidatus Planktophila	0.000178	0.000266	0.002337	0.000123	0	0	0	0	0
Candidatus Nanopelagicus	3e-05	0.001004	0.001893	0.000143	0	0	0	0	0
Actinopolyspora	0.000178	0.0013	0.000795	0	0	0.00072	0	3.1e-05	0
Olsenella	0.032309	0.020203	0.009022	0.002799	0.041348	0.003033	0.000547	0.001042	0.002097
Libanicoccus	0.031359	0.0057	0	0	0	0.001716	0	0	0
Atopobium	0.000386	0.000709	0.003693	0.001022	0.002735	0.000536	0.000344	1e-05	0.000415
Coriobacterium	0.015947	0.001831	0.000608	0.000286	0.015956	1.5e-05	3.1e-05	0.000409	0
Gordonibacter	0.037001	0.015152	0.009466	0.005762	0.023211	0.003094	0.000547	0.004965	0
Eggerthella	0.004246	0.002895	0.004534	0.003004	0.012461	0.002558	0.001891	0.001216	0.004506
Phoenicibacter	0.004217	0.002304	0.002781	0.00143	0	0.000613	0	0	0
Adlercreutzia	0.00395	0.001477	0.00194	0.000368	0.007696	0.000107	3.1e-05	0.000163	4.6e-05
Slackia	0.003148	0.001506	0.004838	0.002738	0.008909	0.00121	0.000266	0.001246	0.019867
Denitrobacterium	0.00193	0.001152	0.001847	0.000143	0.004172	0.000138	4.7e-05	0.000163	0
Ilumatobacter	0.000713	0	0	0	0.001964	6.1e-05	1.6e-05	0	0
Rubrobacter	0.000297	0.000738	0.001356	2e-05	0.002321	0.000214	0	0	0
Mycoplasma	0.002613	0.007207	0.008227	0.0094	0.029366	0.002849	0.000266	6.1e-05	0
Ureaplasma	3e-05	0.000148	4.7e-05	4.1e-05	0.002443	0.000153	0.000688	0	0
Spiroplasma	0.002108	0.007679	0.006264	0.004209	0.015186	0.000628	0	9.2e-05	0
Mesoplasma	0.000178	0.001241	0.003039	0.000123	0.002002	3.1e-05	0.000125	3.1e-05	0
Acholeplasma	0.001336	0.00446	0.004885	0.00094	0.005901	0.001639	0.000375	0.000174	0
Candidatus Phytoplasma	8.9e-05	0.000502	0.000561	8.2e-05	0.003524	7.7e-05	3.1e-05	0	0
Candidatus Izimaplasma	0.000564	0.000443	0.000958	0.000143	0.00187	0.000337	0	0	0
Synechococcus	0.001218	0.004519	0.003903	0.001185	0.008392	0.001409	0	2e-05	0
Cyanobium	0.001099	0.000679	0.000397	0	0.002406	7.7e-05	0	4.1e-05	0
Prochlorococcus	0.000416	0.002392	0.002104	0.000266	0.00873	0.000827	0.000203	0.000123	0
Halomicronema	8.9e-05	0.000207	7e-05	0.001757	0	0.000153	0	0	0
Leptolyngbya	5.9e-05	0.000532	0.000187	6.1e-05	0.002951	0.001271	3.1e-05	0	0
Synechocystis	3e-05	0	2.3e-05	6.1e-05	0.000507	0.000414	0	0	0
Nostoc	0.000624	0.005346	0.002033	0.001696	0.00546	0.000797	3.1e-05	0	0
Anabaena	3e-05	0.000502	0.00021	0.000123	0.002612	0.000368	0	0	0
Calothrix	0.000624	0.002747	0.001028	0.000756	0.002312	0.000873	0	0	0
Microchaete	8.9e-05	5.9e-05	0	0	0	0	0	0	0
Dolichospermum	0.000238	0.000325	0	0	0	1.5e-05	0	0	0
Anabaenopsis	0.000119	0.000207	0	0	9e-06	0	0	0	0
Geitlerinema	0.000475	0.001063	0.000467	0.000102	0.000639	3.1e-05	0	0	0
Oscillatoria	0.000267	0.000266	0.000958	8.2e-05	0.0014	0.000291	0	0	0
Trichodesmium	0.000178	0.000414	0.001987	0.000204	0.001231	3.1e-05	0	0	0
Cyanothece	5.9e-05	0.001359	0.000608	0.00092	0.005037	0.00046	1.6e-05	0	0
Halothece	5.9e-05	0.000177	0	0	0.000677	0	0	0	0
Geminocystis	5.9e-05	0.002274	0.00166	8.2e-05	0.002471	0.000506	0	0	0
Stanieria	0.000178	5.9e-05	0.001519	0.000204	0.003035	0	0	0	0
Pleurocapsa	8.9e-05	0	7e-05	0	0.000413	0.000214	0	0	0
Gloeobacter	0.000267	0.000207	0.001309	0.000266	0.002359	1.5e-05	0	0	0
Marinithermus	0.000921	0.000295	0.000771	2e-05	0.000808	0	0	2e-05	0
Thermus	0.000742	0.001979	0.001589	0.000204	0.004567	0.000659	7.8e-05	6.1e-05	0
Oceanithermus	0.000535	0.000177	0.001332	0.000143	0.002359	0.000475	0	0	0
Meiothermus	0.000208	8.9e-05	0.000538	6.1e-05	0.00281	0.000444	0	2e-05	0
Deinococcus	0.001901	0.005819	0.009349	0.002084	0.017779	0.002068	0	0.000327	0
Truepera	3e-05	3e-05	0.000421	0	0.001034	6.1e-05	0	0	0
Candidatus Promineofilum	0.000653	0.00189	0.001963	2e-05	0	0	0	0	0
Sphaerobacter	0.000327	0.003072	2.3e-05	0	0.001842	0	0	0	0
Chloroflexus	3e-05	0.000236	2.3e-05	4.1e-05	0.001964	1.5e-05	1.6e-05	0	0
Dehalogenimonas	3e-05	0.000148	0.000421	2e-05	0.000592	0	0	0	0
Fimbriimonas	5.9e-05	0.000502	0.00021	2e-05	0.001203	1.5e-05	4.7e-05	0	0
Bacteroides	16.846488	14.760238	17.775848	19.144271	14.789072	18.230395	13.35673	2.867423	11.723498
Alistipes	3.917532	3.424746	4.409527	7.251872	3.049933	14.352696	11.408254	3.953289	14.415812
Mucinivorans	0.004959	0.003013	0.007012	0.005415	0.007198	0.007751	0.002266	0.001001	0
Odoribacter	2.544942	2.311272	2.097	1.857703	0.858029	1.490493	1.069038	1.739015	1.617753
Parabacteroides	0.032903	0.031781	0.040904	0.028383	0.02229	0.109516	0.050499	0.001318	0.129722
Tannerella	0.009057	0.014059	0.029754	0.012894	0.03508	0.014185	0.013426	0.005772	0
Barnesiella	0.035843	0.032135	0.062875	0.046589	0.124832	0.04467	0.009737	0.016786	0.219065
Prevotella	0.018708	0.029979	0.052193	0.037557	0.062191	0.185804	0.197931	0.006876	0.412076
Porphyromonas	0.003029	0.00765	0.010495	0.00707	0.01824	0.018153	0.009206	0.001624	0.003423
Petrimonas	0.001366	0.005228	0.011944	0.003086	0.006804	6.1e-05	0	0	0
Fermentimonas	0.000178	0.00192	0.000935	0.000347	0.002518	3.1e-05	0	0	0
Candidatus Azobacteroides	0.001485	0.00189	0.001286	0.000797	0.000893	0.000337	0	3.1e-05	0
Proteiniphilum	0.002168	0.003397	0.00776	0.001451	0	0.00265	1.6e-05	0	0
Paludibacter	0.001663	0.002954	0.003436	0.00045	0.003768	0.003723	0.000109	0.000174	0
Alkalitalea	0.001425	0.000916	0.001449	0.000204	0	0.000322	0.000234	2e-05	0
