Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Clostridioides	0.06674	0.055652	0.075223	0.061109	0.130389	0.021933	0	0	0
Filifactor	0.000945	0.000954	0.001446	0.002435	0.002922	0.00019	1e-05	1.6e-05	0
Acetoanaerobium	0.000725	0.000422	0.001305	0.000164	0.003308	3e-04	0.000388	0	0
Peptoclostridium	0.000205	0.000704	0.000525	0.000369	0.00186	0.000506	0.10519	0.094882	0
Christensenella	0.003229	0.001549	0.002907	0.001929	0	0.000142	0.000139	0	0
Intestinimonas	0.001638	0.000469	0.001446	0.001847	0.00279	0.001581	1e-04	0.000496	0
Flavonifractor	0.000583	0.000438	0.001503	0.001231	0.002738	0.001139	0.000578	0.000296	0
Dehalobacter	0.001055	0.00025	0.001631	0.000971	0.003404	0.000411	6e-05	1.6e-05	0
Desulfosporosinus	0.000583	0.000907	0.00207	0.000684	0.004659	0.001803	9e-05	7.2e-05	0
Desulfotomaculum	0.000189	0.000845	0.0019	0.000397	0.00236	0.001834	0.000219	4.8e-05	0
Dehalobacterium	0.000189	0.000125	0.000312	0.000164	0	0	2e-05	0	0
Desulfitobacterium	9.5e-05	0.001346	0.002623	0.001683	0.010012	0.00087	0.000159	0.000192	0
Syntrophobotulus	9.5e-05	0.000203	0.000596	0.000547	0.001228	1.6e-05	0	0	0
Mogibacterium	0.000504	0.001612	0.000142	0.000438	0	0.000585	0.000129	0.000224	0
Oscillibacter	0.000205	0.001205	0.000709	0.000383	0.001553	0.001882	0.000149	2.4e-05	0.001934
Heliobacterium	0.00011	0.000235	0.00034	9.6e-05	0.000676	0.011702	0.001663	4e-05	0
Symbiobacterium	4.7e-05	3.1e-05	5.7e-05	0	0.000526	3.2e-05	0	0	0
Caldicellulosiruptor	0.000898	0.001408	0.002453	0.00093	0.011328	0.000253	1e-05	0.000176	0
Thermoanaerobacterium	0.000441	0.002222	0.001461	0.00078	0.008002	0.000316	0.000239	1.6e-05	0
Moorella	0.00011	0.000344	0.00017	6.8e-05	0.001658	0.000269	4e-05	1.6e-05	0
Ammonifex	9.5e-05	6.3e-05	0	0	0.000298	3.2e-05	0	0	0
Thermoanaerobacter	0.000189	0.001252	0.002141	0.001286	0.016593	0.000664	1e-05	0.000112	0
Caldanaerobacter	3.2e-05	0.000125	0.000184	6.8e-05	0.001378	0.00038	1e-05	2.4e-05	0
Tepidanaerobacter	1.6e-05	0.000141	0.00017	0.000109	0.002281	0.000348	0.000149	1.6e-05	0
Halanaerobium	0.00041	0.000939	0.000907	0.000424	0.004089	0.00038	6e-05	0.00016	0
Halothermothrix	4.7e-05	0.000188	0.000142	0	0.001167	0	0	8e-06	0
Halobacteroides	0.000331	0.000235	0.000893	0.000137	0.002536	0.000221	0	8e-06	0
Acetohalobium	0.000126	0.000297	0.000369	0.00015	0.00122	3.2e-05	0	0.000128	0
Faecalitalea	0.050831	0.040882	0	0	0.027543	0.000269	0.000249	0.007388	0
Turicibacter	0.002694	0.002394	0.003375	0.002011	0.008467	0.001645	0.000478	0	0
Faecalibaculum	0.001465	0.001455	0.002893	0.003954	0.002597	0.000174	0	0	0
Erysipelothrix	0.000977	0.001142	0.002481	0.000547	0.01317	0.000127	8e-05	0.000264	0
Anaerococcus	0.017012	0.013956	0.020121	0.016279	0.008108	0.007654	0.001205	0.002127	0.028705
Finegoldia	0.00471	0.00399	0.0038	0.001628	0.007485	0.00272	0.000319	0.000903	0.007837
Peptoniphilus	0.000614	0.000923	0.001616	0.001135	0.003027	0.450305	0.017766	7.2e-05	0.495647
Murdochiella	0.000347	0.000172	0.000766	0.000848	0	0.000206	0	0	0
Parvimonas	0.000189	0.002848	0.00156	0.00026	0.002773	0.007274	0.000149	8e-05	0
Gottschalkia	0.00074	0.001784	0.003871	0.000793	0.005344	0.000743	0.000179	0.000584	0
Ezakiella	0.003229	0.002331	0.004382	0.002572	0	0.000348	7e-05	0	0
Selenomonas	0.00189	0.001299	0.00312	0.001204	0.006607	0.002419	0.000329	4.8e-05	0.00072
Megamonas	0.000173	0.000156	0.000837	0.000233	0.003562	0.000269	1e-05	0.000104	0.005836
Pelosinus	0.000473	0.000516	0.000553	0.000438	0.005238	0.000806	2e-05	0.000168	0.001754
Megasphaera	0.000945	0.007807	0.010847	0.009084	0.003396	0.000569	0.000418	0.000336	0.010097
Veillonella	0.000236	0.000688	0.001149	0.000424	0.001965	0.012856	0.001693	0.000104	0.014516
Acidaminococcus	0.000284	0.000422	0.003502	0.000971	0.002176	0.000775	2e-05	0.000192	0.000461
Ndongobacter	0.000614	0.000595	0.001333	0.00156	0	4.7e-05	0	0	0
Limnochorda	1.6e-05	7.8e-05	0	0	0.000404	6.3e-05	0	0	0
Bifidobacterium	12.227281	11.879273	11.208355	10.906789	11.213851	11.618738	10.529768	12.373769	8.436159
Parascardovia	0.002977	0.002143	0.003219	0.001696	0.005388	9.5e-05	5e-05	0.000296	0
Gardnerella	0.000142	0.000235	0.000156	2.7e-05	0.002413	0.002562	0.136588	3.2e-05	0
Scardovia	1.6e-05	0.000219	0.000113	5.5e-05	0.00365	0.000174	2e-05	2.4e-05	0
Actinomyces	0.108702	0.087146	0.173289	0.214395	0.173085	0.349763	0.073851	0.150762	0.27021
Mobiluncus	4.7e-05	0	2.8e-05	2.7e-05	0.000641	0.000127	0	0	0
Arcanobacterium	4.7e-05	0.00011	0.000113	0	0.000456	0.000127	3e-05	0	0
Corynebacterium	0.005135	0.00823	0.008763	0.013913	0.034203	0.055584	0.017776	0.003398	0.044975
Mycobacterium	0.000567	0.001909	0.000624	0.000205	0.009678	0.009409	0.003724	3.2e-05	0
Rhodococcus	0.000158	0.000798	0.00061	0.000301	0.006783	0.00166	0.001175	2.4e-05	0
Nocardia	0.000142	0.00108	0.000567	8.2e-05	0.00215	0.001866	2e-05	3.2e-05	0
Gordonia	0.00011	0.000219	0.000298	2.7e-05	0.00136	0.000696	1e-05	2.4e-05	0
Tsukamurella	3.2e-05	0.000141	1.4e-05	1.4e-05	0.000281	6.3e-05	0	0	0
Kocuria	0.000284	0.000329	0.000156	1.4e-05	0.001571	0.000364	0	4.8e-05	0
Rothia	0.000221	0.00025	0.000227	0.00015	0.001035	0.000316	0.000737	4e-05	5.6e-05
Pseudarthrobacter	0.000221	0.000219	0.000241	1.4e-05	0.001255	6.3e-05	0	0	0
Arthrobacter	0.000173	0.000923	0.000752	0.000164	0.004615	0.001518	1e-05	8e-06	0
Micrococcus	0.00011	0.000297	0.000128	8.2e-05	0.000658	0.00019	4e-05	8e-05	0
Neomicrococcus	6.3e-05	4.7e-05	2.8e-05	1.4e-05	0	1.6e-05	0	0	0
Sinomonas	1.6e-05	7.8e-05	8.5e-05	0	0.000386	4.7e-05	0	0	0
Microbacterium	0.000173	0.000548	0.000397	6.8e-05	0.003387	0.002641	0.000687	1.6e-05	0
Leifsonia	0.000173	0.000313	8.5e-05	0	0.003124	0.000348	0	0	0
Microcella	6.3e-05	6.3e-05	1.4e-05	0	0.000254	1.6e-05	0	0	0
Agromyces	4.7e-05	0.000188	2.8e-05	1.4e-05	0.00093	4.7e-05	0	0	0
Cnuibacter	4.7e-05	0	0	0	0	0	0	0	0
Curtobacterium	3.2e-05	0.000172	9.9e-05	2.7e-05	0.000913	0.000775	0	0	0
Clavibacter	1.6e-05	3.1e-05	2.8e-05	0	0.001492	3.2e-05	0	8e-06	0
Brachybacterium	0.000252	0.000704	0.000525	0.000178	0.000342	0.000522	2e-05	0	0
Dermabacter	1.6e-05	3.1e-05	5.7e-05	0	0.000281	4.7e-05	0	0	0
Devriesea	1.6e-05	4.7e-05	1.4e-05	0	0.000263	0	0	0	0
Isoptericola	0.00011	0.000532	0.000255	0	0.001044	6.3e-05	0	0	0
Cellulosimicrobium	6.3e-05	0.00011	0.000425	1.4e-05	0	0.000142	0	8e-06	0
Xylanimonas	3.2e-05	0.000297	0.000184	0	0.000526	4.7e-05	0	8e-06	0
Kytococcus	7.9e-05	3.1e-05	9.9e-05	6.8e-05	0.000281	0.000158	0	0	0
Luteipulveratus	6.3e-05	0.000188	1.4e-05	0	0.000447	0	0	8e-06	0
Cellulomonas	9.5e-05	0.000688	0.000269	5.5e-05	0.001009	0.000474	0	6.4e-05	0.000877
Paraoerskovia	3.2e-05	9.4e-05	0	0	0.000246	1.6e-05	0	0	0
Brevibacterium	7.9e-05	0.000375	7.1e-05	1.4e-05	0.001518	0.000127	0	0	0.000135
Intrasporangium	1.6e-05	1.6e-05	8.5e-05	0	0.000281	0.000158	0	8e-06	0
Arsenicicoccus	1.6e-05	7.8e-05	0.000128	0	0.00036	0	0	0	0
Beutenbergia	1.6e-05	7.8e-05	7.1e-05	0	0.000351	7.9e-05	0	0	0
Cutibacterium	0.000331	0.000438	0.00034	0.000233	0.001544	0.000791	0	0	0
Acidipropionibacterium	0.000236	0.000438	0.00034	5.5e-05	0.002553	9.5e-05	0	0	0
Propionibacterium	0.000173	0.000282	0.000411	0.00026	0.002009	0.000506	0.002868	0.001135	0.000596
Pseudopropionibacterium	0.000158	0.000188	0.00051	0.000369	0.000737	0.000127	0	0	0
Tessaracoccus	6.3e-05	0.000391	0.000326	1.4e-05	0	9.5e-05	0	8e-06	0
Propionimicrobium	6.3e-05	4.7e-05	7.1e-05	0.000137	0	0.000142	3e-05	0	0.000157
Auraticoccus	3.2e-05	3.1e-05	0	0	0.000386	3.2e-05	1e-05	0	0
Actinopolymorpha	7.9e-05	1.6e-05	0	0	0.000412	0.000111	0	0	0
Friedmanniella	6.3e-05	4.7e-05	0	0	0.000465	9.5e-05	0	2.4e-05	0
Aeromicrobium	4.7e-05	0.00036	5.7e-05	0	0.000342	0.000174	0	0	0
Nocardioides	3.2e-05	0.000172	7.1e-05	0	0.000728	0.000806	1e-05	8e-06	0
Pimelobacter	3.2e-05	0.000156	0.000113	0	0.000772	0	0	0	0
Marmoricola	1.6e-05	0	0	0	0.000439	0.00019	0	0	0
Streptomyces	0.000866	0.007792	0.002567	0.034953	0.029395	0.01643	0.001115	0.00016	0.00063
Kitasatospora	1.6e-05	0.000297	0.000113	8.2e-05	0.000605	0.000237	0	0	0
Micromonospora	0.000236	0.001424	7.1e-05	2.7e-05	0.005519	0.000933	2e-05	1.6e-05	0
Actinoplanes	7.9e-05	0.000641	0.00017	4.1e-05	0.002553	0.00038	0	0	0
Salinispora	7.9e-05	0.000141	0.000142	0	0.000474	9.5e-05	4e-05	8e-06	0
Verrucosispora	4.7e-05	0.000141	7.1e-05	0	0.000562	0	0	0	0
Plantactinospora	3.2e-05	0.000266	8.5e-05	5.5e-05	0	0	0	0	0
Saccharopolyspora	0.000221	4.7e-05	0.000184	0	0.000693	9.5e-05	1e-05	0	0
Pseudonocardia	9.5e-05	0.000188	0.000184	0.000164	0.00286	0.000506	2e-05	1.6e-05	0
Amycolatopsis	7.9e-05	0.000563	0.000199	6.8e-05	0.004738	0.001028	0	0.000312	0
Saccharomonospora	6.3e-05	0.000235	1.4e-05	0	0.000272	7.9e-05	0	0	0
Allokutzneria	3.2e-05	0.000125	0	0	0.000404	6.3e-05	0	8e-06	0
Actinoalloteichus	1.6e-05	0.00036	8.5e-05	1.4e-05	0.000491	7.9e-05	0	1.6e-05	0
Nonomuraea	0.00011	4.7e-05	5.7e-05	0	3.5e-05	3e-04	1e-05	8e-06	0
Thermomonospora	9.5e-05	0	7.1e-05	0	0.000404	6.3e-05	0	1.6e-05	0
Nocardiopsis	1.6e-05	0.000125	0.000156	0	0.000904	0.000633	0	8e-06	0
Frankia	7.9e-05	0.000814	0.00044	9.6e-05	0.001843	0.00068	0	8e-06	0
Catenulispora	6.3e-05	9.4e-05	9.9e-05	0	0.00057	0.000253	0	0	0
Nakamurella	6.3e-05	0.000141	5.7e-05	0	0.000579	9.5e-05	0	0	0
Kineococcus	1.6e-05	0.000688	0.000128	0	0.000491	3.2e-05	0.000139	0	0
Thermobispora	1.6e-05	0	0	0	0.000158	0	0	0	0
Candidatus Nanopelagicus	1.6e-05	7.8e-05	0.00017	1.4e-05	0	0	0	0	0
Libanicoccus	0.011294	0.002159	0	0	0	0.002862	0	0	0
Olsenella	0.009798	0.005257	0.002708	0.001696	0.021989	0.004618	0.000777	0.00052	0.002755
Atopobium	0.000173	0.000188	0.000255	0.000164	0.001746	0.000806	0.000378	0	0.00904
Coriobacterium	0.005135	0.000798	0.000255	0.000274	0.008222	0.000206	3e-05	0.000136	0
Gordonibacter	0.011562	0.004396	0.003729	0.002107	0.013276	0.001233	0.000309	0.002431	0
Phoenicibacter	0.002772	0.001846	0.002581	0.001765	0	0.000553	0	0	0
Slackia	0.001481	0.000767	0.001886	0.001751	0.004159	0.001692	0.000159	0.000975	0.003407
Eggerthella	0.000929	0.000657	0.001517	0.000958	0.006265	0.001834	0.003057	0.00032	0.003036
Adlercreutzia	0.000772	0.000438	0.000255	0.000233	0.003404	7.9e-05	2e-05	8e-05	1.1e-05
Denitrobacterium	0.000236	0.000156	0.000255	0.00015	0.002027	0.000585	2e-05	7.2e-05	0
Cryptobacterium	1.6e-05	3.1e-05	1.4e-05	4.1e-05	0.000816	6.3e-05	0	0	0.000349
Ilumatobacter	0.000126	0	0	0	0.000298	0	0	0	0
Rubrobacter	1.6e-05	7.8e-05	0.000113	0	0.000254	0.000127	0	0	0
Nostoc	0.000709	0.002175	0.00095	0.000219	0.006528	4.7e-05	0	0	0
Dolichospermum	0.000268	1.6e-05	0	0	3.5e-05	1.6e-05	0	0	0
Anabaenopsis	1.6e-05	0.000329	0	0	0	0	0	0	0
Calothrix	4.7e-05	0.001173	0.000213	0.000123	0.001904	0.000127	0	0	0
Microchaete	4.7e-05	0.000313	0	0	1.8e-05	0	0	0	0
Gloeocapsa	0.000205	0.000203	9.9e-05	0	0.000597	3.2e-05	0	0	0
Geminocystis	4.7e-05	0.000407	0.000496	4.1e-05	0.002343	0.000142	0	0	0
Chondrocystis	1.6e-05	0.000282	1.4e-05	0	0	0	0	0	0
Moorea	6.3e-05	0.00011	0.000425	8.2e-05	0.001702	0.000127	0	0	0
Oscillatoria	3.2e-05	0.000266	0.000269	5.5e-05	0.001369	0.000364	0	0	0
Planktothrix	7.9e-05	0	0	0	0.000211	0.00038	0	0	0
Cyanothece	1.6e-05	0.000469	0.000496	4.1e-05	0.005624	0.000617	2e-05	8e-06	0
Prochlorococcus	0.000173	0.000516	0.000964	0.000178	0.006827	0.000443	0.000149	3.2e-05	0
Synechococcus	0.000126	0.000861	0.000638	0.000192	0.006344	0.000585	0	4e-05	0
Cyanobium	1.6e-05	0.00011	2.8e-05	0	0.000404	3e-04	0	0	0
Leptolyngbya	9.5e-05	0.000141	0.000241	4.1e-05	0.002501	0.000427	0	0	0
Gloeobacter	7.9e-05	0.000141	0.000397	8.2e-05	0.000711	1.6e-05	0	0	0
Stanieria	1.6e-05	4.7e-05	8.5e-05	1.4e-05	0.00222	3.2e-05	0	0	0
Pleurocapsa	1.6e-05	0.00011	1.4e-05	0	0.000579	0	0	0	0
Spiroplasma	0.000457	0.004459	0.002765	0.001573	0.014908	0.000174	0	8e-05	0
Mesoplasma	0.000126	0.000422	0.000837	0.000178	0.001834	4.7e-05	1e-05	8e-06	0
Mycoplasma	0.000362	0.002816	0.002439	0.003201	0.026753	0.00185	8e-05	0.000104	0
Ureaplasma	6.3e-05	3.1e-05	9.9e-05	1.4e-05	0.002123	0.000585	0.001404	0	0
Acholeplasma	0.000205	0.00061	0.001361	0.00067	0.005256	0.000364	5e-05	7.2e-05	0
Candidatus Phytoplasma	0.000142	0.000266	0.000752	0	0.002948	0.000127	4e-05	0	0
Candidatus Izimaplasma	4.7e-05	0.000219	0.000326	4.1e-05	0.000904	3.2e-05	0	0	0
Deinococcus	0.000299	0.000939	0.000666	5.5e-05	0.003317	0.000474	1e-05	8e-06	0
Truepera	1.6e-05	0.000125	0.000383	0	0.000342	0	0	0	0
Thermus	3.2e-05	9.4e-05	0.000142	2.7e-05	0.001176	7.9e-05	0	0	0
Meiothermus	1.6e-05	0.000266	5.7e-05	0	0.000746	0.000158	0	0	0
Marinithermus	1.6e-05	0	1.4e-05	0	0.000184	0	0	0	0
Oceanithermus	1.6e-05	3.1e-05	0.000113	0	0.000439	6.3e-05	4e-05	0	0
Dehalococcoides	0.000158	1.6e-05	0.000227	9.6e-05	0.001035	0.000111	2e-05	4.8e-05	0
Dehalogenimonas	7.9e-05	1.6e-05	0.000113	6.8e-05	0.000325	1.6e-05	0	0	0
Sphaerobacter	9.5e-05	4.7e-05	7.1e-05	0	0.000491	0	0	0	0
Bacteroides	5.040289	4.767136	4.818208	5.021718	4.234206	6.659249	3.584935	4.896538	4.310329
Odoribacter	0.709015	0.642223	0.66735	0.653172	0.41878	0.784539	0.348651	0.709083	0.768545
Alistipes	0.290949	0.259921	0.213176	0.343577	0.276993	0.971343	0.400583	0.341293	0.832915
Mucinivorans	0.000158	0.000422	0.000666	0.000192	0.00107	0.000617	1e-04	6.4e-05	0
Parabacteroides	0.016429	0.013815	0.027012	0.025486	0.014715	0.294574	0.06202	0.001983	0.29145
Tannerella	0.00052	0.001017	0.002467	0.001765	0.007458	0.001882	0.001364	0.00052	0
Barnesiella	0.005545	0.004944	0.009117	0.009097	0.029333	0.008919	0.001454	0.005557	0.062943
Prevotella	0.004064	0.005116	0.0076	0.005171	0.016733	0.025428	0.014898	0.001271	0.212721
Porphyromonas	0.000662	0.001361	0.002808	0.001491	0.005563	0.002593	0.001563	0.000624	0.001169
Petrimonas	0.000158	0.000329	0.000638	0.000233	0.001307	4.7e-05	0	0	0
Fermentimonas	6.3e-05	0.000313	0.000553	8.2e-05	0.001439	1.6e-05	0	0	0
Candidatus Azobacteroides	0.000299	0.00025	0.000269	0.000219	0.000491	3.2e-05	0	8e-06	0
Paludibacter	0.000425	0.000532	0.001191	0.00026	0.002071	0.000285	1e-05	8.8e-05	0
Proteiniphilum	0.000173	0.000297	0.000596	0.00052	0	0.000506	0	0	0
Draconibacterium	7.9e-05	0.000235	0.000837	0.000109	0.001755	4.7e-05	4e-05	9.6e-05	0
Alkalitalea	3.2e-05	0.000344	0.000354	6.8e-05	0	0	0	8e-06	0
Salinivirga	1.6e-05	0.000125	0.000326	0.000287	0.001062	7.9e-05	0	0	0
Ornithobacterium	0.005293	0.004052	0.006934	0.006129	0.008143	9.5e-05	0.000129	0.002207	0
Capnocytophaga	0.001701	0.002269	0.00268	0.001272	0.002588	0.000648	0.000229	0.000424	0
Polaribacter	0.001181	0.000892	0.000752	0.000438	0.005221	0.000696	1e-05	2.4e-05	0
Chryseobacterium	0.000488	0.001455	0.002808	0.001806	0.006195	0.00291	0.000239	0.000192	0
Riemerella	0.000299	7.8e-05	0.000482	0.000123	0.005405	0.000158	5e-05	4e-05	0
Flavobacterium	0.000252	0.004303	0.002878	0.002832	0.014969	0.005851	0.000667	5.6e-05	0.005318
Aequorivita	0.000236	0	0.000326	4.1e-05	0.000816	6.3e-05	0	0	0
Lacinutrix	0.000205	0.000266	0.000199	2.7e-05	0.001334	0.000316	0	0	0
Gramella	0.000173	0.000782	0.001219	9.6e-05	0.002615	0.000221	0	8e-06	0
Seonamhaeicola	0.000173	0.000219	0.000184	9.6e-05	0	1.6e-05	0	0	0
Cellulophaga	0.000158	0.000767	0.000496	6.8e-05	0.00573	0.000664	1e-05	0	0
Nonlabens	0.000158	0.000454	0.000298	6.8e-05	0.00251	7.9e-05	0	0	0
Elizabethkingia	0.000142	0.000861	0.001305	0.000698	0.004264	0.001313	0.000129	8e-05	0
Maribacter	0.00011	0.000861	0.000525	0.000315	0.001834	0.00019	5e-05	0	0
Muricauda	9.5e-05	0.000141	1.4e-05	4.1e-05	0.000842	0.000316	0	0	0
Arenibacter	9.5e-05	0.000156	0.000128	2.7e-05	0	0.000221	9e-05	8e-06	0
Tenacibaculum	7.9e-05	0.000548	0.000255	9.6e-05	0.000913	0.00068	1e-05	2.4e-05	0
Formosa	7.9e-05	0.000767	0.000213	5.5e-05	0.002194	9.5e-05	3e-05	0	0
Myroides	6.3e-05	0.000986	0.000128	0.000178	0.002948	0.000332	1e-04	2.4e-05	0
Zobellia	4.7e-05	0.000188	0.000284	5.5e-05	0.000983	3.2e-05	0	0	0
Robiginitalea	4.7e-05	7.8e-05	0.000284	5.5e-05	0.000535	1.6e-05	0	3.2e-05	0
Winogradskyella	3.2e-05	0.000422	8.5e-05	9.6e-05	0.002185	0.000427	0	8.8e-05	0
Lutibacter	3.2e-05	0.000454	0.000213	2.7e-05	0.00258	9.5e-05	0	0	0
Wenyingzhuangia	3.2e-05	0.000344	0.00051	0	0.001588	0	0	0	0
Psychroflexus	1.6e-05	0	0.000113	4.1e-05	0.000676	0.000253	1e-05	0	0
Algibacter	1.6e-05	0.000344	0.000142	0.000438	0.001237	0.000253	0	0	0
Blattabacterium	4.7e-05	0.000469	0.000695	0.000219	0.002711	3.2e-05	1e-05	8e-06	0
Fluviicola	3.2e-05	7.8e-05	4.3e-05	5.5e-05	0.00093	4.7e-05	0	1.6e-05	0
Pontibacter	0.000725	0.000375	0.000525	0.000137	0.00172	0.000617	2e-05	5.6e-05	0
