Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Kyrpidia	3.9e-05	5.8e-05	8.5e-05	4.8e-05	0.000725	0	0	0	0
Finegoldia	0.031376	0.024565	0.012432	0.005014	0.01538	0.002431	0.0027	0.003376	0.013466
Anaerococcus	0.015226	0.013078	0.025821	0.021525	0.011877	0.012758	0.002348	0.003679	0.061165
Parvimonas	0.001436	0.003163	0.003266	0.000822	0.005669	0.021175	0.003874	0.000436	0
Peptoniphilus	0.0012	0.002115	0.004395	0.003402	0.005957	0.613295	0.097591	0.000853	0.636061
Murdochiella	0.000649	0.000369	0.000667	0.000677	0	2.8e-05	0	0	0
Gottschalkia	0.00362	0.003648	0.009046	0.004063	0.013968	0.00059	0.000198	0.001394	0
Ezakiella	0.017449	0.013874	0.018622	0.014076	0	4.2e-05	0.000176	0	0
Faecalitalea	0.041271	0.02635	0	0	0.021384	0.000211	0.000318	0.003556	0
Turicibacter	0.016327	0.010323	0.018023	0.009593	0.018819	0.004749	0.003929	9e-06	0
Faecalibaculum	0.000511	0.001378	0.001334	0.001419	0.001654	0.000112	0	0	0
Erysipelothrix	0.000472	0.002658	0.003352	0.000451	0.013299	0.000562	2.2e-05	8.5e-05	0
Selenomonas	0.002675	0.003182	0.00265	0.002547	0.010158	0.001475	0.000373	7.6e-05	0.001089
Megamonas	0.000511	0.000699	0.002924	0.001241	0.006171	0.00045	0.000143	0.000427	0.004144
Pelosinus	0.000689	0.001746	0.00159	0.000742	0.007277	0.000295	1.1e-05	0.00036	0.000711
Megasphaera	0.000984	0.004696	0.005677	0.005482	0.003169	0.000492	0.001141	0.000237	0.0067
Dialister	0.000748	0.000737	0.002377	0.000709	0.001766	0.000323	0.000263	0	0.008422
Veillonella	0.000551	0.00066	0.002326	0.001113	0.002676	0.004552	0.002502	0.000218	0.014066
Negativicoccus	5.9e-05	0.000272	0.000222	8.1e-05	0	0.001251	0.009141	0	0.000278
Acidaminococcus	0.000177	0.000291	0.002377	0.000838	0.00355	0.001054	6.6e-05	7.6e-05	0.000811
Ndongobacter	0.000551	0.00099	0.001402	0.000935	0	2.8e-05	0	0	0
Bifidobacterium	11.159368	10.553708	9.753902	9.222574	6.51152	7.393485	6.746524	10.726507	6.200712
Parascardovia	0.005488	0.003493	0.005917	0.003515	0.008159	0.000183	7.7e-05	0.000616	0
Scardovia	0.000138	0.000252	0.000222	0.000129	0.000706	0	8.8e-05	2.8e-05	0
Gardnerella	0.000118	0.00033	0.000513	0.000145	0.002695	0.002824	0.359658	0.000161	0
Actinomyces	0.012865	0.010536	0.019648	0.02246	0.023047	0.037179	0.01758	0.016187	0.026577
Mobiluncus	0.000551	0.000116	0.000222	1.6e-05	0.000316	0.000112	0	9e-06	0
Arcanobacterium	5.9e-05	0.000272	6.8e-05	3.2e-05	0.000595	1.4e-05	0	0	0
Rothia	0.005528	0.003493	0.00631	0.00503	0.00591	0.000183	0.001086	0.004144	0.000133
Pseudarthrobacter	0.000492	0.000116	0.000462	0	0.002621	1.4e-05	0	0	0
Arthrobacter	0.000236	0.001455	0.001163	0.000306	0.010232	0.000731	0	1.9e-05	0
Neomicrococcus	0.000197	7.8e-05	0	3.2e-05	0	0	0	0	0
Micrococcus	0.000138	0.000136	0.00012	0.000113	0.001264	9.8e-05	0	0.000133	0
Kocuria	5.9e-05	9.7e-05	0.000205	1.6e-05	0.002472	7e-05	0	9e-06	0
Sinomonas	2e-05	1.9e-05	0.000171	3.2e-05	0.000901	2.8e-05	0	0	0
Glutamicibacter	2e-05	3.9e-05	5.1e-05	0.000145	0.000725	4.2e-05	0	0	0
Microbacterium	0.001121	0.000563	0.000376	4.8e-05	0.00644	0.001363	0.000351	0	0
Microcella	0.000354	0	1.7e-05	1.6e-05	0.000613	2.8e-05	0	0	0
Leifsonia	0.000138	5.8e-05	0	0	0.00487	0.000197	0	9e-06	0
Agrococcus	7.9e-05	1.9e-05	0	0	0.001199	7e-05	3.3e-05	2.8e-05	0
Brachybacterium	0.000177	0.00099	0.000342	4.8e-05	0.000688	0.000281	0	0	0
Devriesea	0.000138	0.000213	1.7e-05	0	0.000595	2.8e-05	0	0	0
Dermabacter	5.9e-05	1.9e-05	0.000137	0	0.000948	1.4e-05	0	0	0
Brevibacterium	0.000177	0.000427	1.7e-05	0	0.002072	0.000141	3.3e-05	9e-06	0.000111
Beutenbergia	7.9e-05	0	1.7e-05	0	0.000567	0.000407	0	0	0
Cellulosimicrobium	2e-05	0.000272	1.7e-05	0	0	0.000112	0	0	0
Xylanimonas	2e-05	0.000252	5.1e-05	0	0.001069	0.000183	0	0	0
Dermacoccus	2e-05	0	1.7e-05	0	0.00092	0	0	0	0
Luteipulveratus	2e-05	3.9e-05	3.4e-05	0	0.000892	1.4e-05	0	0	0
Cellulomonas	2e-05	0.00033	0.000103	0	0.002398	0.000478	1.1e-05	0	3e-04
Corynebacterium	0.007121	0.01073	0.012466	0.019944	0.043418	0.060658	0.024966	0.005035	0.05441
Mycobacterium	0.001062	0.001843	0.000581	0.000435	0.018596	0.007869	0.002941	4.7e-05	0
Dietzia	0.000256	0.00033	0.000222	3.2e-05	0.000799	1.4e-05	0	9e-06	0
Nocardia	5.9e-05	0.000951	0.000308	0.000274	0.004749	0.001503	1.1e-05	9e-06	0
Rhodococcus	5.9e-05	0.002581	0.000923	0.000242	0.012806	0.002094	0.001097	9e-06	0
Gordonia	5.9e-05	0.000524	0.000342	1.6e-05	0.003494	0.000169	4.4e-05	9e-06	0
Tsukamurella	3.9e-05	9.7e-05	5.1e-05	0	0.000669	8.4e-05	0	0	0
Cutibacterium	0.000531	0.000873	0.001163	0.000564	0.003002	0.002094	0	0	0
Propionibacterium	9.8e-05	0.000116	0.00065	0.000145	0.003912	0.000337	0.003062	0.000635	0.000411
Tessaracoccus	9.8e-05	0.00066	0.000274	0	0	2.8e-05	1.1e-05	0	0
Propionimicrobium	3.9e-05	0	1.7e-05	6.4e-05	0	0.000183	7.7e-05	0	0.000167
Microlunatus	2e-05	0.000349	0.000222	0	0.001236	2.8e-05	0	0	0
Auraticoccus	2e-05	3.9e-05	0	0	0.000474	0	0	0	0
Acidipropionibacterium	2e-05	0.000291	5.1e-05	0	0.003894	8.4e-05	0	0	0
Friedmanniella	0.000649	0.000252	0	0	0.001617	4.2e-05	0	9e-06	0
Actinopolymorpha	9.8e-05	9.7e-05	0	0	0.00039	1.4e-05	1.1e-05	2.8e-05	0
Pimelobacter	2e-05	0.000155	0.000137	0	0.001032	0	0	0	0
Marmoricola	2e-05	1.9e-05	0	0	0.000613	5.6e-05	0	0	0
Salinispora	0.000787	9.7e-05	6.8e-05	0	0.002128	0.000211	3.3e-05	0	0
Micromonospora	0.000197	0.001824	0	0	0.010204	0.00104	4.4e-05	9e-06	0
Streptomyces	0.000905	0.011759	0.002291	0.026555	0.054709	0.018266	0.003325	2.8e-05	0.000311
Pseudonocardia	0.000138	0.000349	0.00012	0	0.005492	0.000422	1.1e-05	0	0
Saccharomonospora	9.8e-05	0.000136	0	0	0.000539	5.6e-05	0	0	0
Amycolatopsis	5.9e-05	0.001824	0.00012	0.00021	0.007462	0.000913	0	3.8e-05	0
Actinosynnema	2e-05	3.9e-05	0	0	0.000985	7e-05	0	9e-06	0
Kutzneria	2e-05	1.9e-05	6.8e-05	0	0.000827	7e-05	0	0	0
Alloactinosynnema	2e-05	3.9e-05	1.7e-05	0	0.000576	0	0	0	0
Candidatus Nanopelagicus	0.000393	0.000776	0.000752	0	0	0	0	0	0
Nonomuraea	0.000177	7.8e-05	6.8e-05	0	6.5e-05	0.000225	2.2e-05	0	0
Thermomonospora	9.8e-05	0	6.8e-05	0	0.000874	1.4e-05	0	0	0
Nocardiopsis	2e-05	0.000543	0.000445	8.1e-05	0.001533	0.000478	3.3e-05	0	0
Actinopolyspora	0.000256	3.9e-05	0	0	0	7e-05	0	0	0
Frankia	5.9e-05	0.000757	0.000103	0	0.003308	0.000885	2.2e-05	5.7e-05	0
Catenulispora	2e-05	0.000213	3.4e-05	0	0.000818	1.4e-05	0	0	0
Jiangella	2e-05	0.000291	0	0	0.002165	0.000112	0	0	0
Geodermatophilus	2e-05	0.000136	3.4e-05	0	0.000548	0.000309	1.1e-05	0	0
Libanicoccus	0.057087	0.010109	0	0	0	0.000253	0	0	0
Olsenella	0.053959	0.023304	0.011303	0.005659	0.102848	0.001869	0.000878	0.004296	0.002655
Atopobium	0.000728	0.000873	0.001966	0.000548	0.0071	0.000323	0.000351	2.8e-05	0.000278
Coriobacterium	0.026163	0.002639	0.00118	0.000709	0.041225	0.000112	4.4e-05	0.000702	0
Gordonibacter	0.041212	0.012942	0.009832	0.007739	0.043502	0.004777	0.000285	0.005054	0
Slackia	0.004052	0.003066	0.009986	0.007723	0.019125	0.000309	0.000252	0.002314	0.004511
Adlercreutzia	0.003974	0.002096	0.001932	0.00029	0.01433	9.8e-05	1.1e-05	0.000199	2.2e-05
Eggerthella	0.003698	0.003202	0.010157	0.008787	0.026681	0.011733	0.014431	0.002058	0.004089
Phoenicibacter	0.003462	0.001397	0.001642	0.001258	0	0.000407	0	0	0
Denitrobacterium	0.001928	0.000737	0.000855	0.000322	0.009405	5.6e-05	5.5e-05	0.000228	0
Ilumatobacter	0.000885	0	0	0	0.001022	0	0	0	0
Rubrobacter	2e-05	5.8e-05	5.1e-05	1.6e-05	0.000929	0.000126	0	0	0
Mycoplasma	0.002636	0.009139	0.009849	0.008965	0.044152	0.001574	0.000121	0.00019	0
Ureaplasma	9.8e-05	0.000699	0.00012	4.8e-05	0.002723	0.000253	0.000801	0	0
Spiroplasma	0.002046	0.006714	0.006549	0.004579	0.023716	0.001026	0	0.000275	0
Mesoplasma	0.000531	0.001455	0.001932	0.000129	0.002825	1.4e-05	1.1e-05	2.8e-05	0
Acholeplasma	0.000452	0.001416	0.002787	0.000871	0.008113	0.000646	0.000165	3.8e-05	0
Candidatus Phytoplasma	3.9e-05	0.000679	0.001351	3.2e-05	0.004702	5.6e-05	2.2e-05	0	0
Candidatus Izimaplasma	3.9e-05	0.000213	0.000239	1.6e-05	0.002742	0.000141	0	0	0
Dolichospermum	0.000393	5.8e-05	0	0	4.6e-05	1.4e-05	0	0	0
Raphidiopsis	0.000275	0.00064	0	0	0	0	0	0	0
Anabaenopsis	2e-05	0.000388	0	0	0	0	0	0	0
Nostoc	0.000413	0.002018	0.001676	0.000274	0.007927	0.000365	3.3e-05	0	0
Calothrix	5.9e-05	0.002018	0.000291	0.00021	0.00289	0.00118	1.1e-05	0	0
Microchaete	3.9e-05	5.8e-05	0	0	0	0	0	0	0
Gloeobacter	0.000807	0.000175	5.1e-05	1.6e-05	0.00144	1.4e-05	0	0	0
Oscillatoria	0.000177	0.000931	0.00053	0.000177	0.001924	5.6e-05	0	0	0
Moorea	7.9e-05	0.000155	6.8e-05	0	0.002844	8.4e-05	0	0	0
Cyanothece	9.8e-05	0.001067	0.000308	0.000435	0.007695	0.000618	0.000143	0	0
Trichodesmium	2e-05	0.000369	3.4e-05	1.6e-05	0.00171	1.4e-05	0	0	0
Planktothrix	2e-05	0.000116	0	0	6.5e-05	0.000913	0	0	0
Geminocystis	0.000256	0.000776	0.000564	0.000161	0.003076	0.000112	0	0	0
Gloeocapsa	5.9e-05	0.000252	0.000205	0.000145	0.00105	1.4e-05	0	0	0
Halothece	2e-05	0.000175	0	0	0.000762	0	0	0	0
Synechococcus	0.000511	0.002134	0.001163	0.000306	0.008624	0.000534	1.1e-05	2.8e-05	0
Cyanobium	5.9e-05	0.000155	0.000445	0	0.001032	7e-05	0	0	0
Prochlorococcus	3.9e-05	0.001843	0.001419	0.000355	0.012778	0.002108	0.000219	4.7e-05	0
Leptolyngbya	3.9e-05	0.000854	0.000274	0.000355	0.003885	0.000169	3.3e-05	0	0
Pleurocapsa	0.000138	9.7e-05	0.000154	0	0.000678	0	0	0	0
Stanieria	5.9e-05	0.00031	0.00041	1.6e-05	0.002509	1.4e-05	0	0	0
Deinococcus	0.001239	0.002814	0.001009	0.000177	0.007407	0.00066	4.4e-05	0	0
Thermus	0.000433	0.000407	0.000564	1.6e-05	0.002388	0.000112	0	9e-06	0
Oceanithermus	2e-05	1.9e-05	0.000188	0	0.000827	0.000141	3.3e-05	0	0
Sphaerobacter	0.000275	9.7e-05	3.4e-05	0	0.000781	0	0	0	0
Chloroflexus	5.9e-05	0.000252	3.4e-05	0	0.001766	0.000267	1.1e-05	0	0
Candidatus Promineofilum	3.9e-05	5.8e-05	8.5e-05	0	0	0	0	0	0
Klebsiella	6.117428	5.474267	5.421502	5.069663	6.012957	0.540441	2.241108	3.196047	3.533717
Enterobacter	0.294858	0.232708	0.363849	0.360854	0.560847	0.07898	0.167099	0.078348	0.312192
Citrobacter	0.238833	0.224695	0.213987	0.190802	0.252665	0.024168	0.017185	0.163505	0.136907
Escherichia	0.020399	0.023886	0.023204	0.023363	0.064514	0.016664	0.045311	0.006003	0
Salmonella	0.018963	0.027864	0.022555	0.015736	0.032099	0.011522	0.055352	0.010251	0
Raoultella	0.007239	0.012709	0.009354	0.004885	0.017945	0.002979	0.004016	0.005263	0
Cronobacter	0.002459	0.005161	0.003386	0.000403	0.017769	0.001082	0.004905	0.000882	0
Lelliottia	0.00242	0.00553	0.004771	0.000758	0.002686	0.000674	0.000494	0.00037	0
Kosakonia	0.001888	0.003939	0.002001	0.000548	0.004489	0.000534	0.000406	0.000578	0
Cedecea	0.001731	0.002193	0.001966	0.000516	0.006245	0.00111	0.00034	0.000247	0
Leclercia	0.001357	0.002484	0.004155	0.00137	0.003643	0.001096	0.000604	0.00074	0
Pluralibacter	0.000826	0.003706	0.002924	0.00079	0.011682	0.000183	0.000538	0.00019	0
Candidatus Blochmannia	0.000118	0.008014	0.000291	6.4e-05	0.001812	2.8e-05	0	0	0
Candidatus Tachikawaea	2e-05	3.9e-05	1.7e-05	0	0.000511	0	0	0	0
Kluyvera	0.000433	0.000388	0	0	0.00421	0.001405	0.001196	0.000597	0
Shimwellia	0.000315	0.000893	0.000222	3.2e-05	0.001301	0.000169	0.000143	8.5e-05	0
Candidatus Riesia	0.000216	0.000116	8.5e-05	0	0.000372	0	0	0	0
Gibbsiella	0.000157	0.000349	0.000547	1.6e-05	0	0	0	9e-06	0
Shigella	9.8e-05	0.000175	0.000154	0	0.007146	0.000801	0.008538	9e-06	0
Candidatus Moranella	2e-05	0	0	0	0.000372	0	0	0	0
Serratia	0.003364	0.005414	0.007336	0.002693	0.028001	0.001967	0.002447	0.001897	0
Yersinia	0.001102	0.005123	0.001556	0.001048	0.023884	0.001841	0.002853	0.000626	0
Rahnella	0.000157	0.000737	0.000103	0	0.002584	0.000197	1.1e-05	0	0
Pantoea	0.00301	0.005763	0.004959	0.003789	0.0192	0.005958	0.002798	0.00221	0.001533
Erwinia	0.000984	0.002484	0.001385	0.000645	0.007797	0.001391	0.000966	7.6e-05	0
Buchnera	0.000354	0.002619	0.001129	0.001403	0.007723	0.000253	0	0.000142	0
Tatumella	2e-05	0.000621	0.000598	0.000161	6.5e-05	7e-05	0.000132	0	0
Dickeya	0.001987	0.003493	0.001522	0.000806	0.004201	0.000703	0.000439	0.000275	0
Pectobacterium	0.001023	0.002484	0.001676	0.001628	0.008401	0.000534	0.000252	0.001479	0
Brenneria	0.000275	0.000854	0.000154	4.8e-05	3.7e-05	7e-05	0.000241	9.5e-05	0
Sodalis	3.9e-05	0.000854	0.000239	0.00021	0.002026	0.000253	4.4e-05	5.7e-05	0
Providencia	0.000787	0.002134	0.000855	0.000371	0.003559	0.000703	0.000527	3.8e-05	0.005822
Xenorhabdus	0.00061	0.000563	0.000804	0.000113	0.005873	0.000984	0.000801	3.8e-05	0
Proteus	0.00059	0.001125	0.001556	0.000677	0.006496	0.000464	0.000439	0.000465	0.003411
Morganella	0.000354	0.000485	0.000325	0.000193	0.002463	0.00059	0.000274	0	5e-04
Arsenophonus	3.9e-05	0.000155	0.000171	0	0.00171	7e-05	6.6e-05	0	0
Photorhabdus	2e-05	0.001281	0.000427	6.4e-05	0.003485	0.000674	0.000746	1.9e-05	0
Edwardsiella	0.00177	0.001416	0.002565	0.000903	0.010669	0.000281	0.000472	0.000152	0.000322
Hafnia	0.000295	0.000796	0.001402	0.000774	0.00578	0.000211	0.000274	4.7e-05	0
Plesiomonas	0.000551	0.000252	0.000308	0	0.000558	4.2e-05	1.1e-05	0	0
Pragia	2e-05	0.000369	1.7e-05	0	0.000939	0	0	0	0
Pseudomonas	0.012314	0.029086	0.02447	0.036229	0.154742	0.008318	0.006705	0.006904	0.001333
Azotobacter	5.9e-05	0.000582	0.000291	0.000322	0.004043	2.8e-05	1.1e-05	1.9e-05	0
Oblitimonas	2e-05	0.000272	6.8e-05	0	0.002165	0	0	0	0
Acinetobacter	0.009836	0.015504	0.010704	0.010351	0.02511	0.008669	0.003918	0.008079	0.010122
Psychrobacter	0.000256	0.001766	0.00159	0.000113	0.004758	0.00066	1.1e-05	2.8e-05	0
Moraxella	3.9e-05	0.000718	0.001094	0.000113	0.006394	0.000183	3.3e-05	0	0
Xanthomonas	0.000866	0.001242	0.001966	0.002467	0.011998	0.000688	0.001185	0.000256	0
Lysobacter	0.000846	0.001106	0.000701	0.000435	0.005938	0.000323	0	2.8e-05	0
Stenotrophomonas	0.000649	0.001513	0.001231	0.000145	0.019999	0.000618	0.000318	5.7e-05	0
Luteimonas	3.9e-05	0.000252	6.8e-05	0	0.000604	0.000112	0	0	0
Pseudoxanthomonas	2e-05	0.000116	0.000154	3.2e-05	0.001552	0.000183	2.2e-05	0	0
Frateuria	0.000374	1.9e-05	0.000325	8.1e-05	0.00066	1.4e-05	0	2.8e-05	0
Dyella	3.9e-05	7.8e-05	0.000222	4.8e-05	0.002621	7e-05	0	9e-06	0
Vibrio	0.0024	0.006888	0.007695	0.003047	0.034785	0.007756	0.011347	0.000759	0
Grimontia	2e-05	0	5.1e-05	0	0.000697	5.6e-05	0	0	0
Haemophilus	0.000728	0.000873	0.002086	0.001064	0.013392	0.001433	0.001701	0.000351	0
Histophilus	0.000708	0.00033	0.000667	0.000129	0.001998	7e-05	2.2e-05	9e-06	0
Mannheimia	0.000472	0.000427	0.000684	0.000145	0.005669	0	0	0	0
Aggregatibacter	0.000216	0.000175	0.000769	9.7e-05	0.004052	8.4e-05	7.7e-05	0	0
