Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Anoxybacillus	0.000258	0.00048	0.002255	0.000313	0.004823	0.000808	0.000392	6.3e-05	0
Terribacillus	0.000189	0.000298	0.000304	0.000191	0.001463	0.000177	3.9e-05	1.8e-05	0
Fictibacillus	0.000172	0.000514	0.00185	5.4e-05	0.003551	0.001262	0.000118	1.8e-05	0
Amphibacillus	0.000155	0.000663	0.001113	0.000191	0.003044	0.001086	0.000248	0.000295	0
Parageobacillus	0.00012	0.000199	8.7e-05	0	0.002257	0.000215	0	0	0
Halobacillus	6.9e-05	0.000977	0.000723	8.2e-05	0.001088	0.000328	5.2e-05	9e-06	0
Oceanobacillus	6.9e-05	0.001325	0.002125	0.000286	0.002213	0.001452	7.8e-05	6.3e-05	0
Aeribacillus	3.4e-05	5e-05	7.2e-05	0	7e-06	1.3e-05	0	9e-06	0
Salimicrobium	1.7e-05	9.9e-05	0.001113	0	0.000846	1.3e-05	3.9e-05	0	0
Listeria	0.006013	0.006113	0.009569	0.006342	0.044815	0.00866	0.00969	0.003053	0.003459
Brochothrix	0.003522	0.002717	0.003209	0.000721	7e-06	8.8e-05	0.000679	0.000215	0
Paenibacillus	0.008641	0.014561	0.011261	0.011499	0.051616	0.04815	0.018675	0.001298	0.001486
Thermobacillus	0.000395	0.000199	0.000535	5.4e-05	0.00214	6.3e-05	1.3e-05	0.000143	0
Brevibacillus	0.000155	0.001541	0.001518	0.000776	0.003625	0.002348	0.000261	3.6e-05	0
Aneurinibacillus	0.00012	0.000364	0.000318	9.5e-05	0.001684	0.001957	1.3e-05	9e-06	0
Sporosarcina	0.001082	0.002419	0.003498	0.000381	0.001669	0.001275	9.1e-05	0	0
Planococcus	0.000859	0.002501	0.01181	0.00905	0.013441	0.001629	3.9e-05	0.000116	0
Solibacillus	8.6e-05	0.006013	0.001301	0.000381	0.003228	0.000606	1.3e-05	1.8e-05	0
Jeotgalibacillus	5.2e-05	0.000199	0.000318	0.000259	0.001419	0.000366	1.3e-05	6.3e-05	0
Alicyclobacillus	0.000842	0.000364	0.000145	1.4e-05	0.001882	0.000871	0.000196	9e-06	0
Tumebacillus	0.000155	0.000447	0.000463	4.1e-05	0	0.000151	0	0	0
Kyrpidia	1.7e-05	0	4.3e-05	1.4e-05	0.000382	5e-05	0	0	0
Novibacillus	0.000155	5e-05	0.000188	0.000204	0	6.3e-05	0	0	0
Clostridium	10.101682	9.196645	10.203558	12.459919	9.734305	18.963428	22.255221	10.758	16.925237
Candidatus Arthromitus	0.003109	0.005268	0.0085	0.002763	0.027029	0.003371	0.000196	0.001038	0
Alkaliphilus	0.001752	0.002154	0.003556	0.001102	0.00925	0.001477	0.000366	0.000215	0
Geosporobacter	0.001082	0.001623	0.002342	0.000572	0.004169	0.002929	0.000483	0.000206	0
Ruminococcus	4.99288	4.200151	4.490017	4.264851	3.074913	4.475394	6.019668	6.858728	3.345791
Ruminiclostridium	0.001632	0.00053	0.007647	0.004396	0.005595	0.012852	0.010017	0.018138	0
Mageeibacillus	0.00067	0.00048	0.000824	0.00068	0.001147	0.000139	0	0	0
Ethanoligenens	0.000395	0.000248	0.000564	9.5e-05	0.001463	0.000189	0	5.4e-05	0
Roseburia	0.090291	0.049184	0.111724	0.115414	0.642651	0.630698	0.751009	0.875473	0.669427
Blautia	0.05255	0.053607	0.132178	0.170257	0.418841	0.813287	1.045969	0.524512	2.917638
Lachnoclostridium	0.046228	0.034126	0.074328	0.070615	0.03844	0.022345	0.011923	0.004942	0.003825
Anaerostipes	0.045214	0.025859	0.054669	0.050338	0.030962	0.004608	0.00252	0.013169	0.000266
Butyrivibrio	0.005669	0.008647	0.012836	0.009839	0.011676	0.009304	0.00542	0.001925	0.013793
Cellulosilyticum	0.002096	0.005019	0.00902	0.006546	0.013588	0.007575	0.000326	0.003106	0
Herbinix	0.001014	0.000828	0.00172	0.001293	0.004206	0.002146	0	0	0
Anaerotignum	0.000275	0.000911	0.000997	0.000748	0.002029	0	0	0	0.002184
Clostridioides	0.181046	0.10917	0.154756	0.136058	0.212479	0.054879	0	0	0
Acetoanaerobium	0.002714	0.001822	0.00331	0.001565	0.006904	0.00077	3e-04	0	0
Peptoclostridium	0.001031	0.001342	0.001084	0.00015	0.002081	0.000631	0.194272	0.718761	0
Filifactor	0.000533	0.001011	0.001431	0.001143	0.00261	0.00048	0	0.000224	0
Eubacterium	0.117502	0.079964	0.173288	0.177537	0.032462	0.384986	0.398835	0.070097	0.571347
Intestinimonas	0.002955	0.001325	0.003368	0.003579	0.006316	0.001427	0.000131	0.00282	0
Flavonifractor	0.002938	0.00116	0.005984	0.005511	0.008434	0.001338	0.00128	0.001782	0
Desulfotomaculum	0.001649	0.005516	0.000781	0.000259	0.003096	0.00529	0.001685	0.001728	0
Dehalobacter	0.000481	0.000215	0.001041	0.000735	0.002676	0.000795	2.6e-05	1.8e-05	0
Desulfosporosinus	0.000447	0.001325	0.001923	0.000544	0.004294	0.003964	0.002978	9e-06	0
Desulfitobacterium	0.000344	0.000596	0.001431	0.000572	0.011816	0.002045	0.000418	0.000125	0
Dehalobacterium	3.4e-05	0.000215	0.000376	0.000272	0	0	0	1.8e-05	0
Thermincola	1.7e-05	0.000298	0.000506	0.000136	0.000632	1.3e-05	2.6e-05	0	0
Candidatus Desulforudis	1.7e-05	5e-05	0.000332	0	0.000544	0	0	0	0
Christensenella	0.002525	0.00159	0.002038	0.000817	0	0.00053	0.000235	0	0
Mogibacterium	0.000533	0.001193	0.000781	0.000299	0	0.000189	0.000274	0.001423	0
Thermaerobacter	0.000378	6.6e-05	0.000795	0	0.001596	0.000101	2.6e-05	4.5e-05	0
Oscillibacter	0.001374	0.001971	0.000304	0.000218	0.002353	0.00202	0.000927	2.7e-05	0.003171
Symbiobacterium	0.000825	0.000282	0.000159	0.000245	0.001875	3.8e-05	0	3.6e-05	0
Heliobacterium	0.000241	0.000613	0.000173	8.2e-05	0.002162	0.0076	0.002547	8.1e-05	0
Thermoanaerobacterium	0.002525	0.004291	0.003455	0.002109	0.011191	0.000404	0.00094	0.000385	0
Caldicellulosiruptor	0.000636	0.001855	0.001648	0.000925	0.013433	0.002841	0.000261	0.000206	0
Caldanaerobacter	0.000704	0.000861	0.000564	0.000109	0.001331	0.000795	0	1.8e-05	0
Thermoanaerobacter	0.000498	0.001872	0.002978	0.001252	0.018419	0.002487	9.1e-05	0.000421	0
Thermacetogenium	0.000189	3.3e-05	7.2e-05	0	0.000596	0	2.6e-05	0	0
Moorella	0.000103	0.000116	0.000607	6.8e-05	0.002448	0.000353	7.8e-05	0	0
Ammonifex	1.7e-05	0	0.000275	0	0.000735	5e-05	0	0	0
Tepidanaerobacter	8.6e-05	0.000265	0.000159	5.4e-05	0.002426	0.001262	0.000326	5.4e-05	0
Halanaerobium	0.002422	0.00116	0.004423	0.001946	0.006912	0.001086	0.000483	0.000242	0
Halothermothrix	0.00012	1.7e-05	4.3e-05	1.4e-05	0.000801	0.000164	0	0	0
Acetohalobium	0.001477	9.9e-05	0.000564	0.000136	0.001654	0.000442	0	0.000349	0
Halobacteroides	0.000361	0.000961	0.001474	0.000449	0.003647	0.000101	0	7.2e-05	0
Natranaerobius	0.000103	0.000199	0.000578	4.1e-05	0.001397	3.8e-05	3.9e-05	1.8e-05	0
Megasphaera	0.09407	1.948389	2.247755	2.180335	0.185921	0.069258	0.091207	0.128109	2.12064
Negativicoccus	0.001546	3.3e-05	5.8e-05	0	0	0.000631	0.000575	0	0.000111
Dialister	0.001117	0.000298	0.000419	0.000313	0.000956	0.001124	0.000131	0	0.063409
Veillonella	0.000928	0.000364	0.001156	0.000245	0.00322	0.005176	0.005067	0.00026	0.017407
Selenomonas	0.004655	0.005434	0.002284	0.000504	0.015279	0.005593	0.001894	0.000716	0.002084
Megamonas	0.000962	0.000663	0.001417	0.000463	0.004926	0.000795	0.000522	0.000833	0.003947
Pelosinus	0.000429	0.001524	0.002212	0.000708	0.005728	0.000884	6.5e-05	0.000215	0.000776
Acidaminococcus	0.000533	0.000116	0.001287	0.000517	0.005044	0.002373	0.000287	0.000242	0.000998
Finegoldia	0.03836	0.028228	0.012749	0.006042	0.015478	0.003648	0.003683	0.004297	0.018328
Anaerococcus	0.022349	0.01857	0.033796	0.029136	0.013316	0.016715	0.003892	0.004986	0.044627
Peptoniphilus	0.001546	0.002137	0.00451	0.003878	0.005647	0.837677	0.164862	0.001101	0.960516
Murdochiella	0.001082	0.00048	0.001359	0.001116	0	8.8e-05	0	0	0
Parvimonas	0.000893	0.002617	0.00253	0.00064	0.004132	0.005492	0.000588	0.000528	0
Gottschalkia	0.005446	0.004373	0.008803	0.003974	0.013595	0.002676	0.000261	0.001683	0
Ezakiella	0.022349	0.017361	0.022015	0.016249	0	0.000139	0.000235	0	0
Faecalitalea	0.039923	0.029487	0	0	0.015889	0.000202	0.000313	0.003545	0
Turicibacter	0.008744	0.004274	0.010119	0.007185	0.011301	0.022484	0.010487	0	0
Erysipelothrix	0.000739	0.001623	0.002226	0.000395	0.008772	0.000606	0.000131	1.8e-05	0
Faecalibaculum	0.000618	0.000696	0.001344	0.001429	0.001419	0.000151	0	0	0
Ndongobacter	0.001099	0.000911	0.001764	0.001715	0	2.5e-05	0	0	0
Limnochorda	0.000189	3.3e-05	0.000173	2.7e-05	0.001463	0.000619	0	0	0
Bifidobacterium	9.983476	8.778338	8.68622	8.285456	5.754807	6.001729	6.124835	10.469706	6.35846
Parascardovia	0.00414	0.003065	0.004365	0.002722	0.006	8.8e-05	5.2e-05	0.000439	0
Gardnerella	0.000258	0.001044	0.000824	0.000163	0.002154	0.002702	0.035678	0.000179	0
Scardovia	1.7e-05	0.000166	0	8.2e-05	0.002118	0.000227	9.1e-05	0	0
Actinomyces	0.040026	0.031525	0.057979	0.067403	0.055675	0.093624	0.031839	0.053723	0.087624
Mobiluncus	0.000842	0.000116	0.000173	1.4e-05	0.000559	0.000682	0	0	0
Actinotignum	1.7e-05	0.000149	2.9e-05	8.2e-05	0.000728	5e-05	0	0	0
Corynebacterium	0.013176	0.015125	0.017751	0.029408	0.054962	0.105541	0.056613	0.009114	0.102215
Mycobacterium	0.00134	0.001922	0.000896	0.000299	0.028146	0.016122	0.007757	0.000152	0
Rhodococcus	0.000636	0.00159	0.002385	0.000572	0.023808	0.003181	0.00034	0.000107	0
Nocardia	0.000429	0.001425	0.000477	0.000599	0.006228	0.004621	6.5e-05	1.8e-05	0
Dietzia	0.000567	0.000282	0.000405	1.4e-05	0.000794	0.000151	7.8e-05	9e-06	0
Gordonia	0.000275	0.001077	0.001287	2.7e-05	0.006419	0.001666	1.3e-05	9e-06	0
Rothia	0.004535	0.002733	0.003672	0.003416	0.004463	0.000593	0.001332	0.002892	0.000144
Pseudarthrobacter	0.000962	0.000248	0.000506	0	0.003448	1.3e-05	0	0	0
Kocuria	0.000807	0.001441	0.000159	0	0.004397	0.000581	0	1.8e-05	0
Arthrobacter	0.000172	0.001392	0.001518	0.000122	0.012794	0.0025	1.3e-05	4.5e-05	0
Neomicrococcus	0.00012	3.3e-05	1.4e-05	2.7e-05	0	8.8e-05	0	0	0
Micrococcus	5.2e-05	0.000149	0.000116	4.1e-05	0.001875	0.000934	9.1e-05	5.4e-05	0
Glutamicibacter	1.7e-05	0.000248	4.3e-05	0	0.001257	2.5e-05	0	0	0
Microbacterium	0.000653	0.001441	0.001185	0.000313	0.012036	0.005126	0.000575	9e-06	0
Agromyces	0.000172	0.001773	0.000361	9.5e-05	0.004684	0.000442	0	9e-06	0
Microcella	0.000155	0	0	0	0.000963	8.8e-05	0	0	0
Leifsonia	8.6e-05	0.000745	1.4e-05	0	0.008625	0.001262	0	0	0
Agrococcus	3.4e-05	0	0	0	0.002919	6.3e-05	0	9e-06	0
Janibacter	0.000447	0.000215	0.000419	0	0	0.000114	0	9e-06	0
Intrasporangium	0.000155	0	0.00039	1.4e-05	0.000963	0.000429	0	2.7e-05	0
Arsenicicoccus	1.7e-05	1.7e-05	0.000231	0	0.001573	0	0	0	0
Brachybacterium	0.000395	0.000928	0.000434	0.000177	0.001243	0.001124	2.6e-05	1.8e-05	0
Devriesea	0.000103	0.000911	7.2e-05	0	0.000574	2.5e-05	0	0	0
Brevibacterium	0.000481	0.000447	8.7e-05	2.7e-05	0.002801	0.000492	1.3e-05	9e-06	0.000299
Beutenbergia	0.000155	1.7e-05	0.000304	0	0.001059	3.8e-05	0	0	0
Cellulosimicrobium	3.4e-05	0.000398	0.000188	0	0	0.000593	0	2.7e-05	0
Xylanimonas	3.4e-05	0.000265	0.00013	2.7e-05	0.002	0.000265	0	9e-06	0
Dermacoccus	5.2e-05	3.3e-05	2.9e-05	0	0.001412	0.00029	0	9e-06	0
Luteipulveratus	1.7e-05	9.9e-05	0	0	0.001162	0.000328	0	0	0
Cellulomonas	3.4e-05	0.000679	0.000419	0	0.004353	0.001161	0	1.8e-05	0.001552
Sanguibacter	1.7e-05	3.3e-05	1.4e-05	9.5e-05	0.002191	0.000189	0	1.8e-05	0
Cutibacterium	0.001237	0.001739	0.0012	0.000966	0.003419	0.000909	0	0	0
Tessaracoccus	0.000412	0.000315	0.001474	0.000191	0	0.000151	2.6e-05	8.1e-05	0
Propionimicrobium	0.000206	0	1.4e-05	0.000163	0	0.000568	0.000261	0	2e-04
Auraticoccus	0.000206	0.000215	0	0	0.00114	0.000139	0	0	0
Propionibacterium	0.00012	0.000414	0.000838	9.5e-05	0.005735	0.000783	0.002821	0.001477	0.001364
Acidipropionibacterium	8.6e-05	0.000447	0.000737	8.2e-05	0.007309	0.000164	0	0	0
Pseudopropionibacterium	3.4e-05	0.000199	0.000289	6.8e-05	0.001272	0	0	0	0
Actinopolymorpha	0.000739	1.7e-05	0	0	0.001537	0.000101	2.6e-05	0	0
Friedmanniella	0.00055	0.000331	0	0	0.002882	0.000555	0	9e-06	0
Marmoricola	0.000292	1.7e-05	0	0	0.001478	0.000177	0	0	0
Pimelobacter	0.000206	8.3e-05	0.000376	0	0.002206	0	0	0	0
Aeromicrobium	0.000103	0.000679	0.000477	8.2e-05	0.001868	0.000442	0	7.2e-05	0
Streptomyces	0.002542	0.012292	0.00623	0.157083	0.108269	0.061519	0.008841	0.000206	0.00102
Kitasatospora	0.000275	0.000646	0.000434	4.1e-05	0.003147	0.001237	0	0	0
Salinispora	0.000979	9.9e-05	5.8e-05	0	0.002323	0.00077	0	0	0
Micromonospora	0.000704	0.001574	0.000145	0	0.020007	0.004103	3.9e-05	3.6e-05	0
Actinoplanes	0.000515	0.001955	0.000665	1.4e-05	0.008198	0.00173	0	0	0
Verrucosispora	1.7e-05	1.7e-05	2.9e-05	0	0.001603	2.5e-05	0	0	0
Plantactinospora	1.7e-05	0.000199	4.3e-05	1.4e-05	0	0	0	0	0
Nocardiopsis	0.000515	0.000133	0.000809	2.7e-05	0.003257	0.001894	1.3e-05	3.6e-05	0
Streptosporangium	0.000275	0.000547	0.000231	8.2e-05	0.001823	0.00029	1.3e-05	0.000161	0
Nonomuraea	0.000103	0.000215	0.000737	4.1e-05	0.000206	0.001641	1.3e-05	0	0
Thermomonospora	0.000206	0	0.00013	0	0.001581	0.000265	0	0	0
Geodermatophilus	0.000292	5e-05	0.00094	2.7e-05	0.001713	0.000947	0	9e-06	0
Blastococcus	0.000189	0.000133	0.00039	0.000177	0.001706	0.000252	0	0	0.000488
Prauserella	0.000275	0.000116	0.000275	0	0	6.3e-05	0	0	0
Amycolatopsis	0.000137	0.000613	0.00133	0.000259	0.014566	0.003497	0	0.000179	0
Pseudonocardia	0.000137	0.000232	0.000419	2.7e-05	0.011029	0.00303	1.3e-05	0	0
Saccharomonospora	0.000103	0.000166	0	0	0.00075	0.000593	0	0	0
Saccharopolyspora	3.4e-05	5e-05	2.9e-05	0	0.002309	0.000808	0.000209	9e-06	0
Actinosynnema	1.7e-05	6.6e-05	0	0	0.002103	7.6e-05	0	1.8e-05	0
Actinoalloteichus	1.7e-05	0.000663	0.000448	4.1e-05	0.001338	0.000101	0	0	0
Lentzea	1.7e-05	0.000282	4.3e-05	1.4e-05	0.001404	8.8e-05	0	0	0
Frankia	0.000533	0.001044	0.000607	9.5e-05	0.006162	0.003383	1.3e-05	2.7e-05	0
Jatrophihabitans	3.4e-05	0	0	0	0	1.3e-05	0	0	0
Thermobispora	0.000464	1.7e-05	0.00039	0	0.001184	1.3e-05	0	0	0
Catenulispora	0.000258	0.000215	4.3e-05	0	0.001743	0.000151	0	0	0
Actinopolyspora	0.000137	0	7.2e-05	0	0	0.000189	1.3e-05	0	0
Nakamurella	5.2e-05	0.000116	0.000231	0	0.001941	0.000215	0	9e-06	0
Kineococcus	1.7e-05	0.000265	2.9e-05	0	0.00189	0.000151	0.000183	0	0
Jiangella	1.7e-05	0.000596	0	0	0.004103	0.000202	0	0	0
Libanicoccus	0.097953	0.017875	0	0	0	0.020856	0	0	0
Olsenella	0.085464	0.037041	0.013689	0.006695	0.145989	0.020894	0.003866	0.00521	0.012706
Atopobium	0.001976	0.000116	0.00065	0.000109	0.008485	0.003611	0.002233	0	0.004502
Coriobacterium	0.045901	0.003694	0.001417	0.000789	0.054851	5e-05	9.1e-05	0.001012	0
Gordonibacter	0.129613	0.047611	0.040084	0.023761	0.102299	0.006489	0.002782	0.024547	0
Phoenicibacter	0.020941	0.011646	0.01499	0.007403	0	0.005227	0	0	0
Slackia	0.01699	0.004274	0.018156	0.014629	0.028382	0.008648	0.000509	0.010412	0.011708
Adlercreutzia	0.007026	0.002833	0.00172	0.000191	0.020823	0.000303	3.9e-05	0.000358	5.5e-05
Eggerthella	0.006442	0.00492	0.011651	0.009485	0.037352	0.005744	0.002964	0.003903	0.005189
Denitrobacterium	0.001804	0.000381	0.000607	0.000286	0.013448	0.000303	0.000444	0.000152	0
Ilumatobacter	0.001649	0	0	0	0.002169	5e-05	0	1.8e-05	0
Rubrobacter	3.4e-05	8.3e-05	8.7e-05	4.1e-05	0.001728	0.000202	0	0	0
Mycoplasma	0.00347	0.005202	0.006201	0.005729	0.031433	0.001995	0.000353	0.00043	0
Ureaplasma	0.000584	3.3e-05	0.000679	8.2e-05	0.002721	0.000303	0.000784	0	0
Spiroplasma	0.001787	0.005367	0.005218	0.002572	0.015764	0.001149	0	0.000143	0
Mesoplasma	6.9e-05	0.000878	0.000853	8.2e-05	0.001757	1.3e-05	0	0.000152	0
Candidatus Phytoplasma	0.001529	0.000431	0.000202	5.4e-05	0.002904	0.000492	3.9e-05	9e-06	0
Acholeplasma	0.000137	0.001938	0.002616	0.000885	0.005544	0.000417	0.000157	8.1e-05	0
Candidatus Izimaplasma	6.9e-05	9.9e-05	0.000535	0.000231	0.001823	0.00048	0	0	0
Prochlorococcus	0.000687	0.001739	0.001373	0.000191	0.008647	0.000656	0.000353	2.7e-05	0
Synechococcus	0.000601	0.001839	0.000809	5.4e-05	0.006676	0.00053	0	4.5e-05	0
Cyanobium	8.6e-05	0.000447	0.000376	0	0.001573	0.000328	0	2.7e-05	0
Leptolyngbya	0.000533	0.000331	0.000173	2.7e-05	0.00275	0.000177	0.00034	0	0
Halomicronema	0.00012	3.3e-05	1.4e-05	5.4e-05	0	5e-05	0	0	0
Gloeobacter	0.001048	3.3e-05	0.000101	0	0.002243	5e-05	0	0	0
Nostoc	0.00012	0.001889	0.000376	0.000245	0.003669	0.000177	0	0	0
Anabaena	3.4e-05	0.000166	0.000202	6.8e-05	0.002081	6.3e-05	0	0	0
Dolichospermum	0.00012	1.7e-05	0	0	0	0	0	0	0
Anabaenopsis	1.7e-05	5e-05	0	0	0	0	0	0	0
Calothrix	1.7e-05	0.001872	0.000665	0.000544	0.002471	0.000442	0	0	0
Trichodesmium	8.6e-05	0.000182	5.8e-05	1.4e-05	0.001294	8.8e-05	0	0	0
Moorea	5.2e-05	0.000215	0.000217	2.7e-05	0.001301	6.3e-05	0	0	0
Cyanothece	1.7e-05	0.001226	0.000911	0.000408	0.004456	0.00125	1.3e-05	0	0
Halothece	1.7e-05	8.3e-05	0	0	0.000559	0	1.3e-05	0	0
Gloeocapsa	1.7e-05	0.000265	0	0	0.000824	1.3e-05	0	0	0
Stanieria	0.000137	0.000464	0.000679	0.000109	0.002544	1.3e-05	0	0	0
Deinococcus	0.002113	0.00217	0.002631	0.00034	0.012676	0.001805	1.3e-05	4.5e-05	0
Thermus	0.000601	0.000215	0.000968	8.2e-05	0.004103	0.000303	7.8e-05	0.000116	0
Oceanithermus	0.000172	0.000298	0.000564	1.4e-05	0.002007	3.8e-05	1.3e-05	0	0
Meiothermus	1.7e-05	0.000828	1.4e-05	2.7e-05	0.002507	3.8e-05	0	0	0
Sphaerobacter	0.000533	0.000248	0.000304	2.7e-05	0.001294	0.000139	0	9e-06	0
Dehalogenimonas	6.9e-05	1.7e-05	0.000607	5.4e-05	0.000346	0.000114	0	0	0
Dehalococcoides	1.7e-05	0.000282	0.000188	0.000191	0.001015	0.000303	2.6e-05	9e-06	0
Chloroflexus	6.9e-05	0.000133	0	0	0.002066	6.3e-05	0	0	0
Candidatus Promineofilum	1.7e-05	9.9e-05	0.000332	0.000109	0	0	0	0	0
Bacteroides	15.628734	14.20288	14.039641	14.033966	14.742905	16.120755	13.320883	4.743536	12.003499
Alistipes	0.598024	0.471931	0.562362	1.012612	0.610314	2.10488	0.782143	0.876413	3.479073
Mucinivorans	0.000137	0.000215	0.001691	0.00083	0.001948	0.004759	0.001019	0.000161	0
Odoribacter	0.235279	0.207704	0.206607	0.196018	0.107078	0.190656	0.135204	0.241088	0.305825
Barnesiella	0.035062	0.024203	0.041717	0.041683	0.05741	0.020414	0.006216	0.018782	0.10441
Parabacteroides	0.024634	0.021784	0.034447	0.030946	0.012478	0.269017	0.10283	0.002149	0.391309
Tannerella	0.003539	0.004257	0.01048	0.00328	0.010867	0.003346	0.005864	0.00111	0
Prevotella	0.008074	0.007803	0.017924	0.013976	0.022095	0.075987	0.052329	0.002265	0.326636
Petrimonas	0.004243	0.00381	0.005666	0.003239	0.002184	0	0	0	0
Porphyromonas	0.000223	0.001458	0.0049	0.001143	0.006037	0.01092	0.008815	0.000618	0.004734
Fermentimonas	1.7e-05	0.000663	0.000275	9.5e-05	0.001713	0.00024	0	0	0
Candidatus Azobacteroides	0.000807	0.000166	0.000361	0.000163	0.000456	0.000139	0	0.000107	0
Proteiniphilum	0.00055	0.001176	0.002139	0.000367	0	0.000694	2.6e-05	0	0
Paludibacter	8.6e-05	0.000828	0.000535	6.8e-05	0.001073	0.002613	1.3e-05	0.000161	0
Salinivirga	5.2e-05	6.6e-05	0.000145	9.5e-05	0.000544	0.000821	0	0	0
Ornithobacterium	0.00323	0.002717	0.004496	0.004423	0.006478	0.000429	6.5e-05	0.001164	0
Tenacibaculum	0.001838	0.001723	0.000925	0.000408	0.001103	0.001212	2.6e-05	0	0
Chryseobacterium	0.001615	0.003744	0.004915	0.006246	0.00522	0.006388	0.000353	0.000143	0
Polaribacter	0.001426	0.001524	0.002298	0.000694	0.005897	0.000429	0.000235	0.000161	0
Cellulophaga	0.001254	0.000712	0.001142	0.000381	0.006904	0.000821	0.00081	3.6e-05	0
Lacinutrix	0.000567	0.001276	0.001026	0.00015	0.001323	0.000366	0	9e-06	0
Capnocytophaga	0.000326	0.001756	0.001836	0.001306	0.003316	0.002411	0.000679	0.00017	0
Flavobacterium	0.000258	0.003413	0.002183	0.002422	0.01433	0.011173	0.00209	8.1e-05	0.004479
Psychroflexus	0.000241	0	0.0012	0	0.000912	0.000656	0	0	0
Lutibacter	0.000137	0.001524	0.000564	5.4e-05	0.002728	0.001401	0	0	0
Gramella	0.000103	0.000712	0.000434	6.8e-05	0.002301	0.000555	1.3e-05	9e-06	0
Myroides	8.6e-05	0.000944	0.000405	0.000163	0.004338	0.000126	6.5e-05	0	0
Robiginitalea	8.6e-05	0.000133	0.000491	9.5e-05	0.000831	0.000328	0	2.7e-05	0
Riemerella	6.9e-05	0.000182	0.000231	0.00015	0.00375	0.000846	0.000222	5.4e-05	0
Aequorivita	6.9e-05	1.7e-05	0.000477	0.00015	0.000662	8.8e-05	0	0	0
Muricauda	5.2e-05	0.000182	0.000173	0.000109	0.000699	0.000644	0	0	0
Elizabethkingia	5.2e-05	0.001706	0.001127	0.001769	0.003301	0.001805	0.000653	9e-06	0
Algibacter	3.4e-05	0.000215	0.000304	4.1e-05	0.001287	0.000151	0	0	0
Dokdonia	3.4e-05	0.000828	0.000159	2.7e-05	0.001662	0.000139	0	0	0
Sediminicola	3.4e-05	5e-05	7.2e-05	1.4e-05	0.000471	0	3.9e-05	0	0
Zobellia	1.7e-05	0.000149	0.000173	6.8e-05	0.000794	0.000492	2.6e-05	0	0
Arenibacter	1.7e-05	6.6e-05	4.3e-05	0	0	0.000922	0.000222	0	0
Formosa	1.7e-05	0.000547	2.9e-05	2.7e-05	0.002059	0.000391	0	0	0
