Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Rummeliibacillus	4.6e-05	0.000187	0.00041	2.8e-05	0.001842	3.1e-05	0	0	0
Kurthia	1.5e-05	0.000109	0.000424	0	0.001351	0.000172	4.1e-05	9e-06	0
Alicyclobacillus	4.6e-05	0.000421	0.000127	6.9e-05	0.000556	0.00106	0	0	0
Tumebacillus	4.6e-05	0.000732	0.000184	2.8e-05	0	1.6e-05	1e-05	0	0
Clostridium	30.459581	30.309051	28.523803	28.187258	28.534453	32.386106	30.549225	35.045317	22.295118
Geosporobacter	0.000443	0.000701	0.001004	0.000854	0.00307	0.005645	2e-05	0.000208	0
Candidatus Arthromitus	0.00029	0.000888	0.001598	0.000386	0.004832	0.000203	2e-05	0.000117	0
Alkaliphilus	0.00026	0.000639	0.001132	0.000386	0.003987	0.000421	0.000112	5.4e-05	0
Blautia	0.265404	0.248708	0.582322	0.801727	1.580906	6.240111	4.665755	1.921559	11.283294
Roseburia	0.179362	0.100119	0.254244	0.263725	0.547345	2.945154	2.219553	0.304264	2.245662
Lachnoclostridium	0.093304	0.073282	0.18324	0.18275	0.091951	0.042334	0.025473	0.018573	0.006785
Anaerostipes	0.075937	0.039203	0.107285	0.100479	0.07294	0.008326	0.005808	0.033463	0.000181
Butyrivibrio	0.016557	0.015575	0.039024	0.027685	0.032158	0.013581	0.005555	0.007779	0.017122
Cellulosilyticum	0.003302	0.00204	0.006931	0.003361	0.006465	0.001653	4.1e-05	0.000523	0
Herbinix	0.00159	0.000997	0.004979	0.002686	0.006125	0.00067	0	0	0
Anaerotignum	0.000917	0.002461	0.003069	0.003058	0.003857	0	0	0	0.000882
Ruminococcus	0.379165	0.333375	0.386819	0.373199	0.777765	1.374812	0.956722	1.127062	0.964026
Ruminiclostridium	0.001085	0.000343	0.010891	0.008719	0.002983	0.008077	0.003832	0.009088	0
Mageeibacillus	0.00078	0.000732	0.001768	0.002231	0.001257	7.8e-05	0	0	0
Ethanoligenens	0.000352	0.000935	0.001259	0.000758	0.00169	0.000265	0	0.000361	0
Eubacterium	0.353817	0.240904	0.608729	0.64096	0.092284	0.916593	0.669488	0.331193	0.7567
Clostridioides	0.104709	0.081085	0.125785	0.121278	0.14091	0.029813	0	0	0
Acetoanaerobium	0.000505	0.000452	0.001528	0.000399	0.002268	0.000109	0.000101	0	0
Filifactor	0.000183	0.000218	0.000495	0.001364	0.001423	0.000655	0	0	0
Peptoclostridium	0.000107	0.000327	0.000156	0.000234	0.001517	0.000468	0.056946	0.065618	0
Christensenella	0.004372	0.00229	0.004399	0.003264	7e-06	0.000608	0.000405	0	0
Intestinimonas	0.00185	0.000639	0.002447	0.003333	0.003113	0.002495	8.1e-05	0.001372	0
Flavonifractor	0.001529	0.000981	0.004554	0.004518	0.002629	0.001388	0.000781	0.001336	0
Mogibacterium	0.000627	0.001573	0.000495	0.000744	0	9.4e-05	4.1e-05	0.000397	0
Thermaerobacter	1.5e-05	4.7e-05	2.8e-05	0	0.000173	0.000203	0.000355	9e-06	0
Desulfotomaculum	0.000367	0.000701	0.000552	0.000138	0.00203	0.002183	0.000284	9e-05	0
Desulfosporosinus	0.000352	0.00095	0.003281	0.000523	0.004543	0.001201	0.000101	7.2e-05	0
Dehalobacterium	0.000336	0.000125	0.00041	0.000124	0	0	4.1e-05	9e-06	0
Dehalobacter	0.000138	0.000171	0.001669	0.000799	0.00307	0.001575	7.1e-05	3.6e-05	0
Desulfitobacterium	9.2e-05	0.001246	0.003027	0.002259	0.008328	0.000842	0.000152	0.000244	0
Syntrophobotulus	3.1e-05	0.000171	0.000594	0.000647	0.001221	1.6e-05	0	0	0
Oscillibacter	0.000459	0.001059	0.00058	0.000413	0.001112	0.002448	0.000791	0	0.002352
Heliobacterium	9.2e-05	0.000498	0.000481	8.3e-05	0.000426	0.009621	0.002331	2.7e-05	0
Symbiobacterium	3.1e-05	0	0.00024	1.4e-05	0.000498	9.4e-05	0	9e-06	0
Halobacteroides	0.000749	0.000187	0.000552	0.000124	0.001257	4.7e-05	0	9e-06	0
Acetohalobium	6.1e-05	0.000125	0.000424	0.000578	0.001098	3.1e-05	0	1.8e-05	0
Halanaerobium	0.000275	0.001012	0.000764	0.000441	0.002759	0.000982	5.1e-05	8.1e-05	0
Halothermothrix	0.000138	0.000327	0.000184	0	0.000997	0	0	0	0
Caldicellulosiruptor	0.000352	0.001059	0.003027	0.001074	0.009845	0.000468	0	0.00018	0
Thermoanaerobacterium	0.000183	0.000919	0.000792	0.000799	0.005576	0.000359	0.000101	0.000108	0
Thermoanaerobacter	0.000168	0.00109	0.001132	0.000854	0.009231	0.000795	9.1e-05	4.5e-05	0
Caldanaerobacter	4.6e-05	7.8e-05	8.5e-05	2.8e-05	0.000809	0.00039	2e-05	3.6e-05	0
Tepidanaerobacter	3.1e-05	0.000405	0.000156	0.000234	0.001929	0.00067	8.1e-05	2.7e-05	0
Moorella	1.5e-05	0.000125	2.8e-05	0	0.000939	0.000172	0.000223	0	0
Carboxydothermus	1.5e-05	0.000296	1.4e-05	4.1e-05	0.000628	0.000296	0.000253	0	0
Natranaerobius	0.000122	0.000265	0.000269	4.1e-05	0.000917	3.1e-05	0	0	0
Faecalitalea	0.134919	0.109324	0	0	0.03959	0.000686	0.000568	0.009205	0
Turicibacter	0.00159	0.001885	0.002023	0.000868	0.003445	0.001201	0.000659	0	0
Faecalibaculum	0.000734	0.001542	0.001414	0.001735	0.001315	0.000327	0	0	0
Erysipelothrix	0.000122	0.000685	0.001372	0.000303	0.007946	0.000156	2e-05	3.6e-05	0
Murdochiella	0.002125	0.00123	0.002263	0.001846	0	0	0	0	0
Finegoldia	0.000826	0.001931	0.001117	0.000523	0.001734	0.000374	9.1e-05	6.3e-05	0.004716
Peptoniphilus	0.000749	0.000919	0.001485	0.001198	0.001127	0.02303	0.002179	2.7e-05	0.045846
Anaerococcus	0.000734	0.000716	0.001669	0.000578	0.00099	0.00421	0.000547	7.2e-05	0.046954
Parvimonas	0.000183	0.002367	0.001004	0.000331	0.001582	0.019491	3e-05	5.4e-05	0
Gottschalkia	0.000566	0.000561	0.001768	0.000551	0.002514	0.000593	5.1e-05	0.000135	0
Ezakiella	0.000229	0.000234	0.000453	0.000537	0	0	1e-05	0	0
Selenomonas	0.002186	0.00123	0.003366	0.001185	0.006248	0.002635	0.000568	6.3e-05	0.000656
Megamonas	0.00026	0.000234	0.001443	0.000303	0.0026	0.000374	0.000132	0.000126	0.006322
Pelosinus	0.000153	0.000498	0.000636	0.000882	0.003373	0.000343	2e-05	0.000226	0.001063
Megasphaera	0.000994	0.015248	0.019816	0.01825	0.003937	0.000748	0.000578	0.001029	0.02048
Dialister	0.000107	0.000202	0.001202	0.000496	0.000672	0.000265	5.1e-05	0	0.018139
Negativicoccus	3.1e-05	0.000202	5.7e-05	4.1e-05	0	9.4e-05	5.1e-05	0	0.000237
Veillonella	1.5e-05	0.000903	0.001414	0.000813	0.001734	0.004553	0.002635	0.00018	0.0127
Acidaminococcus	0.000657	0.000171	0.00454	0.00073	0.001986	0.001637	4.1e-05	0.000244	0.001086
Ndongobacter	3.1e-05	9.3e-05	0.000297	6.9e-05	0	3.1e-05	0	0	0
Limnochorda	6.1e-05	6.2e-05	7.1e-05	1.4e-05	0.000332	0.000203	0	0	0
Bifidobacterium	2.328221	2.23175	2.196429	2.149278	2.071477	2.113197	1.848845	2.746487	1.637798
Parascardovia	0.03105	0.018675	0.035898	0.024407	0.04651	0.000327	0.000112	0.003565	0
Gardnerella	6.1e-05	0.000218	0.000226	0	0.001806	0.000967	0.090984	9.9e-05	0
Scardovia	1.5e-05	0.000296	9.9e-05	0.000964	0.00939	0.000125	0	4.5e-05	0
Actinomyces	0.011573	0.009299	0.01802	0.022245	0.016245	0.042677	0.010917	0.017688	0.034786
Mobiluncus	6.1e-05	3.1e-05	2.8e-05	1.4e-05	0.000744	3.1e-05	0	0	0
Arcanobacterium	3.1e-05	0.000187	0.00024	0	0.000296	4.7e-05	0	1.8e-05	0
Corynebacterium	0.00373	0.005296	0.008883	0.0119	0.017755	0.047479	0.015164	0.002942	0.040859
Mycobacterium	0.001131	0.002165	0.000891	0.00011	0.006833	0.010619	0.003163	4.5e-05	0
Rhodococcus	0.000153	0.000436	0.000354	0.00022	0.004861	0.002323	0.000193	1.8e-05	0
Gordonia	9.2e-05	0.000202	0.00017	2.8e-05	0.001286	0.000546	1e-05	9e-06	0
Dietzia	3.1e-05	0.000249	0.000156	0	0.000231	0.000187	0	0	0
Rothia	0.000229	0.000467	0.000311	0.000179	0.001076	0.00014	0.000689	0.000162	5.7e-05
Micrococcus	0.000153	0.000296	0.00017	0.000152	0.000556	0.000249	2e-05	0.00018	0
Kocuria	0.000122	0.000109	9.9e-05	0	0.000968	0.000452	0	0	0
Pseudarthrobacter	0.000107	6.2e-05	0.000127	0	0.000795	4.7e-05	0	0	0
Arthrobacter	6.1e-05	0.000888	0.00082	0.000165	0.003142	0.001481	2e-05	0	0
Renibacterium	3.1e-05	0	2.8e-05	0	0.000137	6.2e-05	0	0	0
Glutamicibacter	1.5e-05	9.3e-05	7.1e-05	0	0.000477	4.7e-05	0	0	0
Leifsonia	0.000168	0.000156	0.000113	0	0.001611	0.00039	0	0	0
Microbacterium	7.6e-05	0.000514	0.000509	8.3e-05	0.002022	0.005613	0.012762	1.8e-05	0
Microcella	7.6e-05	0	1.4e-05	0	0.00013	0	0	0	0
Curtobacterium	3.1e-05	4.7e-05	0.000113	4.1e-05	0.000383	0.001247	0	9e-06	0
Microterricola	3.1e-05	6.2e-05	2.8e-05	0	0.000571	4.7e-05	0	0	0
Cnuibacter	1.5e-05	3.1e-05	0	0	0	1.6e-05	0	0	0
Brachybacterium	0.000122	0.000514	0.000198	0.000262	0.000238	0.001138	1e-05	0	0
Dermabacter	4.6e-05	1.6e-05	0.000198	0	0.000202	9.4e-05	0	0	0
Devriesea	3.1e-05	4.7e-05	4.2e-05	1.4e-05	0.000224	0	0	0	0
Cellulomonas	0.000153	0.000156	0.00017	1.4e-05	0.000773	0.001076	0	1.8e-05	0.000249
Luteipulveratus	6.1e-05	0.000467	2.8e-05	0	0.000289	0	0	0	0
Kytococcus	3.1e-05	0	0.000156	1.4e-05	0.000303	0.000156	0	0	0
Xylanimonas	1.5e-05	4.7e-05	5.7e-05	0	0.000339	1.6e-05	0	0	0
Isoptericola	1.5e-05	3.1e-05	0.000113	0	0.000672	0	0	0	0
Brevibacterium	1.5e-05	0.000125	7.1e-05	0	0.000946	0.000249	1e-05	9e-06	6.8e-05
Beutenbergia	1.5e-05	0	0	0	0.000246	4.7e-05	0	0	0
Cutibacterium	0.000306	0.000405	0.00041	0.000275	0.00091	0.000327	0	0	0
Propionimicrobium	9.2e-05	7.8e-05	0.000127	0.00011	0	0	0	0	0.000136
Propionibacterium	6.1e-05	0.000156	0.000141	6.9e-05	0.000997	0.000249	0.000568	0.000532	0.000441
Tessaracoccus	1.5e-05	0.000249	0.000453	2.8e-05	0	0.000249	1e-05	9e-06	0
Auraticoccus	1.5e-05	1.6e-05	0	0	0.000181	1.6e-05	1e-05	0	0
Pseudopropionibacterium	1.5e-05	3.1e-05	4.2e-05	0	0.000347	0	0	0	0
Actinopolymorpha	7.6e-05	9.3e-05	0	0	0.000282	0.000187	0	0	0
Aeromicrobium	4.6e-05	0.000561	8.5e-05	1.4e-05	0.000195	1.6e-05	0	0	0
Pimelobacter	4.6e-05	0.000218	0.000113	0	0.000426	3.1e-05	0	0	0
Friedmanniella	3.1e-05	9.3e-05	0	0	0.000679	0.000296	0	0	0
Streptomyces	0.000382	0.005981	0.002405	0.040853	0.022717	0.025198	0.001612	4.5e-05	0.000475
Micromonospora	0.000245	0.001184	9.9e-05	2.8e-05	0.005656	0.001824	1e-05	2.7e-05	0
Salinispora	4.6e-05	0	4.2e-05	0	0.000397	0.000187	2e-05	0	0
Actinoplanes	1.5e-05	0.000623	0.000184	8.3e-05	0.002153	0.000359	1e-05	9e-06	0
Verrucosispora	1.5e-05	1.6e-05	1.4e-05	1.4e-05	0.000289	0	0	0	0
Amycolatopsis	3.1e-05	0.000607	9.9e-05	8.3e-05	0.003315	0.001216	0	4.5e-05	0
Saccharopolyspora	1.5e-05	3.1e-05	0.00017	0	0.000419	0.000187	3e-05	9e-06	0
Pseudonocardia	1.5e-05	0.000156	7.1e-05	2.8e-05	0.001892	0.000982	0	0	0
Lentzea	1.5e-05	3.1e-05	1.4e-05	1.4e-05	0.000585	0.000281	0	0	0
Nocardiopsis	3.1e-05	0.00014	9.9e-05	1.4e-05	0.00065	0.00067	2e-05	0	0
Thermomonospora	1.5e-05	0	8.5e-05	0	0.000303	7.8e-05	0	0	0
Actinopolyspora	4.6e-05	3.1e-05	0.000113	0	0	0.000125	0	0	0
Frankia	3.1e-05	0.000545	0.000311	1.4e-05	0.001618	0.001887	1e-05	9e-06	0
Kineococcus	1.5e-05	0.000171	0	0	0.000238	9.4e-05	1e-05	0	0
Jiangella	1.5e-05	7.8e-05	0	0	0.000665	0.000327	0	0	0
Nakamurella	1.5e-05	3.1e-05	1.4e-05	1.4e-05	0.000563	9.4e-05	0	0	0
Thermobispora	1.5e-05	1.6e-05	2.8e-05	0	0.000274	0	0	0	0
Candidatus Planktophila	1.5e-05	0.00053	0.000113	6.9e-05	0	0	0	0	0
Gordonibacter	0.01749	0.012055	0.017723	0.017314	0.012446	0.022095	0.001145	0.012102	0
Eggerthella	0.004862	0.003536	0.008798	0.009256	0.010358	0.016138	0.002088	0.005658	0.010008
Adlercreutzia	0.000826	0.00053	0.000934	0.000262	0.002766	0.000421	0	0.00018	6.8e-05
Phoenicibacter	0.000627	0.000685	0.000679	0.000592	0	0.002011	0	0	0
Slackia	0.000596	0.000436	0.001202	0.000758	0.002954	0.001403	8.1e-05	0.00037	0.002262
Denitrobacterium	0.000321	0.000171	0.000523	0.00011	0.001582	0.000655	1e-05	8.1e-05	0
Libanicoccus	0.007354	0.001339	0	0	0	0.000265	0	0	0
Olsenella	0.006941	0.003738	0.002687	0.001515	0.014273	0.00251	0.000264	0.00083	0.002081
Atopobium	7.6e-05	9.3e-05	0.000127	4.1e-05	0.001228	0.000296	0.000122	0	0.016251
Coriobacterium	0.00292	0.000545	0.000523	8.3e-05	0.004637	7.8e-05	1e-05	9.9e-05	0
Rubrobacter	6.1e-05	0.000265	0.000141	0	0.000426	0.000125	0	0	0
Ilumatobacter	1.5e-05	0	0	0	0.00026	0	0	0	0
Nostoc	0.00029	0.002227	0.000877	8.3e-05	0.003604	7.8e-05	6.1e-05	0	0
Anabaena	1.5e-05	0.000202	0.00017	0.00011	0.00143	0.00014	6.1e-05	0	0
Dolichospermum	0.000245	0	0	0	0	0	0	0	0
Microchaete	4.6e-05	4.7e-05	0	0	7e-06	0	0	0	0
Calothrix	3.1e-05	0.001386	0.000184	0.000207	0.001372	0.001388	0	0	0
Synechococcus	0.000122	0.001168	0.000736	0.00011	0.004789	0.000826	0	9e-06	0
Cyanobium	7.6e-05	6.2e-05	0.000141	0	0.000274	0.00014	0	9e-06	0
Leptolyngbya	1.5e-05	0.000514	0.000424	4.1e-05	0.002463	0.000561	2e-05	0	0
Trichodesmium	3.1e-05	3.1e-05	1.4e-05	1.4e-05	0.000787	0	0	0	0
Arthrospira	1.5e-05	0.000592	1.4e-05	4.1e-05	0.000758	4.7e-05	0	0	0
Oscillatoria	1.5e-05	0.000156	9.9e-05	1.4e-05	0.000831	9.4e-05	0	0	0
Moorea	1.5e-05	4.7e-05	8.5e-05	2.8e-05	0.001156	4.7e-05	0	0	0
Geitlerinema	1.5e-05	0	0.000212	0	0.000383	6.2e-05	0	0	0
Gloeocapsa	1.5e-05	0.000171	1.4e-05	1.4e-05	0.000253	0.000125	0	0	0
Gloeobacter	9.2e-05	7.8e-05	0.000184	6.9e-05	0.000513	1.6e-05	0	0	0
Pleurocapsa	1.5e-05	0.000125	1.4e-05	0	0.000325	0	0	0	0
Chroococcidiopsis	1.5e-05	4.7e-05	1.4e-05	0	6e-04	0	0	0	0
Spiroplasma	0.000352	0.00299	0.001287	0.001157	0.008632	0.000172	0	1.8e-05	0
Mesoplasma	1.5e-05	0.000763	0.000976	0.000331	0.001112	1.6e-05	0	0	0
Mycoplasma	0.000245	0.0019	0.001245	0.002355	0.016144	0.002869	4.1e-05	3.6e-05	0
Ureaplasma	6.1e-05	0.000171	5.7e-05	0	0.001286	0.000546	0.001632	0	0
Acholeplasma	0.000168	0.000748	0.000636	0.000468	0.003294	0.000343	5.1e-05	0.000244	0
Candidatus Phytoplasma	4.6e-05	0.000249	0.000438	2.8e-05	0.001589	9.4e-05	0	9e-06	0
Candidatus Izimaplasma	1.5e-05	0.00014	0.00017	0.00011	0.000903	4.7e-05	0	0	0
Deinococcus	0.00052	0.000872	0.001287	0.000303	0.003005	0.001045	0	8.1e-05	0
Oceanithermus	6.1e-05	3.1e-05	0.000141	4.1e-05	0.000296	0.000187	1e-05	0	0
Thermus	4.6e-05	0.000109	0.00017	0	0.000997	0.000203	1e-05	0	0
Meiothermus	3.1e-05	0.000156	0.000156	0	0.000592	0.000125	0	0	0
Marinithermus	3.1e-05	0	8.5e-05	0	0.000144	0	0	0	0
Dehalococcoides	9.2e-05	6.2e-05	0.000141	8.3e-05	0.000809	3.1e-05	5.1e-05	0	0
Candidatus Promineofilum	7.6e-05	1.6e-05	0.000212	0	0	0	0	0	0
Enterobacter	13.553102	11.868596	12.842363	12.417499	17.912353	1.622671	6.295422	2.225227	8.923062
Klebsiella	2.76039	2.567773	2.597152	2.533799	2.905439	0.456628	1.2345	1.584707	2.090346
Citrobacter	0.403702	0.406829	0.37945	0.357924	0.449283	0.060312	0.037849	0.35315	0.376416
Salmonella	0.038771	0.04129	0.035997	0.031624	0.061917	0.030343	0.129452	0.036721	0
Escherichia	0.017337	0.046633	0.021938	0.067243	0.078747	0.055619	0.140358	0.011019	0
Raoultella	0.003256	0.009174	0.003946	0.0023	0.011521	0.002916	0.004592	0.002852	0
Candidatus Blochmannia	0.000566	0.00486	0.000679	1.4e-05	0.002333	0	0	0	0
Candidatus Hoaglandella	1.5e-05	1.6e-05	2.8e-05	0	5.1e-05	0.000172	0	0	0
Cronobacter	0.000933	0.00785	0.00174	0.001198	0.04833	0.005099	0.01562	0.000541	0
Kosakonia	0.00055	0.006059	0.001075	0.000565	0.00325	0.001824	0.001176	0.000469	0
Cedecea	0.00052	0.003193	0.000948	0.00084	0.003135	0.000733	0.00148	0.000469	0
Lelliottia	0.000367	0.013426	0.001132	0.000372	0.004854	0.000858	0.00223	0.000253	0
Shigella	0.000122	0.001199	0.000156	0	0.009202	0.003571	0.026801	0.000108	0
Kluyvera	9.2e-05	0.001262	0	0	0.003438	0.001606	0.001297	0.000144	0
Gibbsiella	9.2e-05	0.000498	0.000311	1.4e-05	0	0	6.1e-05	0	0
Pluralibacter	9.2e-05	0.006775	0.00256	0.003306	0.009224	0.000296	0.001368	5.4e-05	0
Shimwellia	9.2e-05	0.000872	0.00017	0.000152	0.000881	0.000608	0.000253	8.1e-05	0
Candidatus Riesia	6.1e-05	1.6e-05	1.4e-05	0	7.2e-05	0	0	0	0
Leclercia	4.6e-05	0.005638	0.001358	0.001253	0.004876	0.00159	0.00223	0.000199	0
Serratia	0.001361	0.007211	0.003168	0.001377	0.031833	0.003072	0.004855	0.000803	0
Yersinia	0.001116	0.008161	0.002093	0.000758	0.014331	0.003462	0.009082	0.000469	0
Rahnella	0.000489	0.00148	2.8e-05	0	0.001437	0.000218	8.1e-05	9e-06	0
Pantoea	0.000887	0.007024	0.003918	0.002094	0.039504	0.011492	0.006528	0.000406	0.01901
Erwinia	0.000199	0.00433	0.000651	0.000179	0.003973	0.001279	0.002909	0.000108	0
Buchnera	7.6e-05	0.002227	0.000481	0.000234	0.002181	0.000203	0	1.8e-05	0
Tatumella	1.5e-05	0.001386	0.000368	0.00011	7.9e-05	0.000842	0.000142	0	0
Providencia	0.000566	0.004268	0.000552	0.000234	0.002203	0.005146	0.001115	9e-06	0.009364
Proteus	0.000229	0.00067	0.000764	0.00051	0.004291	0.000608	0.000223	0.000244	0.02039
Morganella	0.000138	0.000685	0.000368	0.000152	0.002853	0.003586	0.000253	0	0.002217
Xenorhabdus	0.000138	0.00053	0.000283	4.1e-05	0.003691	0.0017	0.001581	8.1e-05	0
Dickeya	0.000703	0.00352	0.001047	0.00022	0.002839	0.000951	0.000841	3.6e-05	0
Pectobacterium	0.00026	0.001853	0.00099	0.000358	0.006067	0.000515	0.000405	0.002626	0
Brenneria	0.000107	0.000483	0.000113	1.4e-05	6.5e-05	6.2e-05	0.000101	0	0
Edwardsiella	0.000397	0.001651	0.00157	0.000482	0.005085	0.000624	0.000811	0.000803	0.003087
Hafnia	0.000107	0.00095	0.000438	0.000179	0.003771	0.000702	0.000791	1.8e-05	0
Plesiomonas	0.000321	0.000545	0.000212	0	0.000347	0	0	0	0
Pragia	1.5e-05	0.000389	1.4e-05	0	0.000383	1.6e-05	0	0	0
Acinetobacter	0.226878	0.229659	0.145715	0.196096	0.072174	0.159964	0.057676	0.244187	0.216893
Psychrobacter	0.000917	0.00081	0.002051	5.5e-05	0.003193	0.000577	0.000172	4.5e-05	0
Moraxella	0.000352	0.000654	0.000863	0.000207	0.00351	0.00039	2e-05	9e-06	0
Pseudomonas	0.002461	0.013815	0.007822	0.009779	0.055005	0.010541	0.002483	0.001399	0.003811
Oblitimonas	0.000443	0.000234	0.000438	1.4e-05	0.000636	0	0	0	0
Azotobacter	4.6e-05	0.000156	0.000141	4.1e-05	0.00164	0.000187	1e-05	1.8e-05	0
Vibrio	0.001162	0.006697	0.004484	0.001653	0.023201	0.010042	0.012123	0.002319	0
Aliivibrio	0.000138	0.000343	0.000198	2.8e-05	0.002254	0.000281	1e-05	0	0
Photobacterium	3.1e-05	0.002072	0.000354	8.3e-05	0.001055	0.000842	8.1e-05	1.8e-05	0
Haemophilus	0.00055	0.001059	0.00058	0.000165	0.00523	0.005504	0.003538	0.00018	0
Mannheimia	0.000352	0.000202	0.000184	0.000303	0.003525	7.8e-05	0	0	0
Pasteurella	0.000183	0.000607	0.000863	4.1e-05	0.003092	0.000156	0.000223	3.6e-05	0
Histophilus	0.000138	0.000218	0.000212	6.9e-05	0.00112	9.4e-05	0.000112	3.6e-05	0
Bibersteinia	1.5e-05	0.000265	0	8.3e-05	0.001806	1.6e-05	1e-05	5.4e-05	0
Chromohalobacter	0.000245	1.6e-05	0.000382	0	0.000267	0	0	0	0
Halomonas	0.000122	0.000841	0.000863	0.00011	0.002015	0.000967	0.000132	0	0.001312
Candidatus Evansia	4.6e-05	0	4.2e-05	0	0.000181	0	0	0	0
Halotalea	4.6e-05	0.000249	0.000113	0	0.000578	3.1e-05	0	0	0
Cobetia	1.5e-05	3.1e-05	7.1e-05	0	0.000246	7.8e-05	0	9e-06	0
Kushneria	1.5e-05	0	0.000141	0	0	7.8e-05	0	0	0
Thalassolituus	0.00029	6.2e-05	0.000651	0.000138	0.000751	0.000187	0	0	0
Marinobacterium	1.5e-05	1.6e-05	2.8e-05	1.4e-05	0.000274	0.000265	0	0	0
